sample_id,domain,document_status,faithfulness_score,faithfulness_method,constraint_score,constraint_violations
rag_cov_03_02_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_02_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_03_03_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_03_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_03_04_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_04_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_03_05_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_05_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_03_06_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_06_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_03_07_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_07_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_03_08_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_08_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_03_09_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_09_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_03_10_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_10_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_03_11_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_11_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_03_12_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_12_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_03_13_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_13_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_03_14_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_14_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_03_15_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_15_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_01_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_01_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_02_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_02_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_03_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_03_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_04_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_04_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_05_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_05_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_06_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_06_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_07_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_07_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_08_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_08_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_09_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_09_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_10_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_10_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_11_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_11_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_12_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_12_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_13_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_13_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_14_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_14_incorrect,materials,current,1.0,provided_column,1.0,
rag_cov_04_15_current,materials,current,1.0,provided_column,1.0,
rag_cov_04_15_incorrect,materials,current,1.0,provided_column,1.0,
