response_id,raw_sample_id,base_task_id,question_id,context_id,domain,source_dataset,dataset_role,source_kind,model,mode,question,retrieved_context,answer,document_status,constraint_family,expected_constraints,provided_faithfulness_score,provided_faithfulness_method,natural_noise_type,source_id,source_url,retrieved_source_id,target_source_id,include_llm_judge_pool,recommended_for_ragas,recommended_for_dual_judge,material_or_source_key,task_type,original_constraint_family,pi_sret_constraint_score,pi_sret_violation,pi_sret_violations,lexical_support,embedding_support,nli_support
resp_0ce42b1556c417a6,rag_mpc_0006_incomplete_stability,task_0095c08232b868fd,q_fc9141099a09fd22,ctx_cf5946be3489b018,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,Is Bi thermodynamically stable?,"[rank=1 score=26.2092 doc_id=h1ctx_0017_mpc_0006_incorrect_gap] A noisy retrieved note reports Bi (mp-1182248) with band gap -1.5046 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.2092 doc_id=h1ctx_0056_mpc_0019_incorrect_gap] A noisy retrieved note reports Bi (mp-1947043) with band gap -0.08079999999999901 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.0924 doc_id=h1ctx_0018_mpc_0006_incomplete_stability] A short retrieved snippet mentions Bi (mp-1182248) as stable, but omits formation energy, hull distance, and thermodynamic qualification.",The retrieved context is insufficient to establish thermodynamic stability.,outdated_or_incorrect,stability,"['cautious_stability_claim', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1182248,,,False,False,False,mpc_0006,stability,stability,1.0,False,,0.3333333333333333,0.12338031649955404,0.45
resp_f79d84265efcc2de,rag_mpc_0006_incomplete_stability,task_0095c08232b868fd,q_fc9141099a09fd22,ctx_cf5946be3489b018,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,Is Bi thermodynamically stable?,"[rank=1 score=26.2092 doc_id=h1ctx_0017_mpc_0006_incorrect_gap] A noisy retrieved note reports Bi (mp-1182248) with band gap -1.5046 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.2092 doc_id=h1ctx_0056_mpc_0019_incorrect_gap] A noisy retrieved note reports Bi (mp-1947043) with band gap -0.08079999999999901 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.0924 doc_id=h1ctx_0018_mpc_0006_incomplete_stability] A short retrieved snippet mentions Bi (mp-1182248) as stable, but omits formation energy, hull distance, and thermodynamic qualification.","Bi (mp-1182248) is stable, but the thermodynamic qualification is omitted.",outdated_or_incorrect,stability,[],0.5,qwen_judge,,,qwen_output,,,True,True,True,mpc_0006,stability,stability,0.0,True,cautious_stability_claim,0.6666666666666666,0.30643421940724147,0.75
resp_c334b1a5439566ad,rag_mpc_0006_incorrect_gap,task_47bb982cf7f4b14f,q_e9df4a1cc1f4ac86,ctx_4383bc704a3c6dbf,materials,deepseek_r1_naive,llm_generation,materials_project_derived,deepseek-r1,naive_context,What is the band gap of Bi?,"[rank=1 score=26.8396 doc_id=h1ctx_0017_mpc_0006_incorrect_gap] A noisy retrieved note reports Bi (mp-1182248) with band gap -1.5046 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.8396 doc_id=h1ctx_0056_mpc_0019_incorrect_gap] A noisy retrieved note reports Bi (mp-1947043) with band gap -0.08079999999999901 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9018 doc_id=mp_0043] Materials Project reports Bi (mp-1067758). Band gap: 0.0 eV. Formation energy per atom: 0.085859414999994 eV/atom. Energy above hull: 0.085859414999994 eV/atom. Stable: False.",-1.5046 eV,outdated_or_incorrect,band_gap,[],0.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0006,band_gap,band_gap,0.0,True,non_negative_band_gap,1.0,0.2151047793520507,1.0
resp_c668fcd719da3608,rag_mpc_0006_incorrect_gap,task_47bb982cf7f4b14f,q_e9df4a1cc1f4ac86,ctx_4383bc704a3c6dbf,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,What is the band gap of Bi?,"[rank=1 score=26.8396 doc_id=h1ctx_0017_mpc_0006_incorrect_gap] A noisy retrieved note reports Bi (mp-1182248) with band gap -1.5046 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.8396 doc_id=h1ctx_0056_mpc_0019_incorrect_gap] A noisy retrieved note reports Bi (mp-1947043) with band gap -0.08079999999999901 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9018 doc_id=mp_0043] Materials Project reports Bi (mp-1067758). Band gap: 0.0 eV. Formation energy per atom: 0.085859414999994 eV/atom. Energy above hull: 0.085859414999994 eV/atom. Stable: False.",The retrieved context reports a -1.5046 eV band gap for Bi.,outdated_or_incorrect,band_gap,"['non_negative_band_gap', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1182248,,,False,False,False,mpc_0006,band_gap,band_gap,0.0,True,non_negative_band_gap,0.7272727272727273,0.35410645593954476,0.75
resp_40c1215a212816e5,rag_mpc_0006_incorrect_gap,task_47bb982cf7f4b14f,q_e9df4a1cc1f4ac86,ctx_4383bc704a3c6dbf,materials,qwen_max_naive,llm_generation,materials_project_derived,qwen-max,naive_context,What is the band gap of Bi?,"[rank=1 score=26.8396 doc_id=h1ctx_0017_mpc_0006_incorrect_gap] A noisy retrieved note reports Bi (mp-1182248) with band gap -1.5046 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.8396 doc_id=h1ctx_0056_mpc_0019_incorrect_gap] A noisy retrieved note reports Bi (mp-1947043) with band gap -0.08079999999999901 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9018 doc_id=mp_0043] Materials Project reports Bi (mp-1067758). Band gap: 0.0 eV. Formation energy per atom: 0.085859414999994 eV/atom. Energy above hull: 0.085859414999994 eV/atom. Stable: False.",0.0 eV,outdated_or_incorrect,band_gap,[],1.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0006,band_gap,band_gap,1.0,False,,1.0,0.2661231477061747,1.0
resp_f83c1dbb0eb4f67e,rag_mpc_0007_current_gap,task_08de9ca95772893e,q_0506e8f16488d9a4,ctx_75a71bc5619e29cd,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,What is the band gap of P?,"[rank=1 score=26.6939 doc_id=h1ctx_0020_mpc_0007_incorrect_gap] A noisy retrieved note reports P (mp-1179990) with band gap -3.0938 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.6939 doc_id=h1ctx_0038_mpc_0013_incorrect_gap] A noisy retrieved note reports P (mp-12883) with band gap -3.5354 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.6939 doc_id=h1ctx_0062_mpc_0021_incorrect_gap] A noisy retrieved note reports P (mp-723897) with band gap -2.1942 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of P is reported as -3.0938 eV in mp-1179990, -3.5354 eV in mp-12883, and -2.1942 eV in mp-723897. These notes are marked as outdated or incorrect.",outdated_or_incorrect,band_gap,[],1.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0007,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5833333333333334,0.2654436130464252,0.75
resp_6783d756361c1acc,rag_mpc_0007_current_gap,task_08de9ca95772893e,q_0506e8f16488d9a4,ctx_75a71bc5619e29cd,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,What is the band gap of P?,"[rank=1 score=26.6939 doc_id=h1ctx_0020_mpc_0007_incorrect_gap] A noisy retrieved note reports P (mp-1179990) with band gap -3.0938 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.6939 doc_id=h1ctx_0038_mpc_0013_incorrect_gap] A noisy retrieved note reports P (mp-12883) with band gap -3.5354 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.6939 doc_id=h1ctx_0062_mpc_0021_incorrect_gap] A noisy retrieved note reports P (mp-723897) with band gap -2.1942 eV. This note is intentionally marked for human review as outdated_or_incorrect.",The retrieved context reports a -3.0938 eV band gap for P.,outdated_or_incorrect,band_gap,"['non_negative_band_gap', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1179990,,,False,False,False,mpc_0007,band_gap,band_gap,0.0,True,non_negative_band_gap,0.6363636363636364,0.3334214468250478,0.75
resp_01992fca7c4542ac,rag_mpc_0007_current_gap,task_08de9ca95772893e,q_0506e8f16488d9a4,ctx_75a71bc5619e29cd,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,What is the band gap of P?,"[rank=1 score=26.6939 doc_id=h1ctx_0020_mpc_0007_incorrect_gap] A noisy retrieved note reports P (mp-1179990) with band gap -3.0938 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.6939 doc_id=h1ctx_0038_mpc_0013_incorrect_gap] A noisy retrieved note reports P (mp-12883) with band gap -3.5354 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.6939 doc_id=h1ctx_0062_mpc_0021_incorrect_gap] A noisy retrieved note reports P (mp-723897) with band gap -2.1942 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-3.0938 eV,outdated_or_incorrect,band_gap,[],0.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0007,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5,0.1368451378759934,0.45
resp_53758032ff20c2c1,rag_mpc_0007_incomplete_stability,task_0259c7ed595eb87a,q_86e6489b6da4b4f8,ctx_69b8e480062acbc7,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,Is P thermodynamically stable?,"[rank=1 score=26.0634 doc_id=h1ctx_0020_mpc_0007_incorrect_gap] A noisy retrieved note reports P (mp-1179990) with band gap -3.0938 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.0634 doc_id=h1ctx_0038_mpc_0013_incorrect_gap] A noisy retrieved note reports P (mp-12883) with band gap -3.5354 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.0634 doc_id=h1ctx_0062_mpc_0021_incorrect_gap] A noisy retrieved note reports P (mp-723897) with band gap -2.1942 eV. This note is intentionally marked for human review as outdated_or_incorrect.",A noisy retrieved note reports P (mp-1179990) with band gap -3.0938 eV. This note is intentionally marked for human review as outdated_or_incorrect. A noisy retrieved note reports P (mp-12883) with band gap -3.5354 eV. This note is intentionally marked for human review as outdated_or_incorrect. A noisy retrieved note reports P (mp-723897) with band gap -2.1942 eV. This note is intentionally marked for human review as outdated_or_incorrect.,outdated_or_incorrect,band_gap,[],0.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0007,stability,band_gap,1.0,False,,1.0,0.8831062012845736,1.0
resp_2876be9cf58161d7,rag_mpc_0007_incomplete_stability,task_0259c7ed595eb87a,q_86e6489b6da4b4f8,ctx_69b8e480062acbc7,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,Is P thermodynamically stable?,"[rank=1 score=26.0634 doc_id=h1ctx_0020_mpc_0007_incorrect_gap] A noisy retrieved note reports P (mp-1179990) with band gap -3.0938 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.0634 doc_id=h1ctx_0038_mpc_0013_incorrect_gap] A noisy retrieved note reports P (mp-12883) with band gap -3.5354 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.0634 doc_id=h1ctx_0062_mpc_0021_incorrect_gap] A noisy retrieved note reports P (mp-723897) with band gap -2.1942 eV. This note is intentionally marked for human review as outdated_or_incorrect.",The retrieved context is insufficient to establish thermodynamic stability.,outdated_or_incorrect,band_gap,"['cautious_stability_claim', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1179990,,,False,False,False,mpc_0007,stability,stability,1.0,False,,0.2222222222222222,0.10347562142846313,0.2222222222222222
resp_4e79c79bdeed6758,rag_mpc_0007_incomplete_stability,task_0259c7ed595eb87a,q_86e6489b6da4b4f8,ctx_69b8e480062acbc7,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,Is P thermodynamically stable?,"[rank=1 score=26.0634 doc_id=h1ctx_0020_mpc_0007_incorrect_gap] A noisy retrieved note reports P (mp-1179990) with band gap -3.0938 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.0634 doc_id=h1ctx_0038_mpc_0013_incorrect_gap] A noisy retrieved note reports P (mp-12883) with band gap -3.5354 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.0634 doc_id=h1ctx_0062_mpc_0021_incorrect_gap] A noisy retrieved note reports P (mp-723897) with band gap -2.1942 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The retrieved context does not provide information on the thermodynamic stability of P. It only provides band gap values, which are marked as outdated or incorrect.",outdated_or_incorrect,band_gap,[],1.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0007,stability,band_gap,1.0,False,,0.32,0.15931114103009864,0.32
resp_a4cf053801d3bf71,rag_mpc_0007_incorrect_gap,task_08de9ca95772893e,q_0506e8f16488d9a4,ctx_75a71bc5619e29cd,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,What is the band gap of P?,"[rank=1 score=26.6939 doc_id=h1ctx_0020_mpc_0007_incorrect_gap] A noisy retrieved note reports P (mp-1179990) with band gap -3.0938 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.6939 doc_id=h1ctx_0038_mpc_0013_incorrect_gap] A noisy retrieved note reports P (mp-12883) with band gap -3.5354 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.6939 doc_id=h1ctx_0062_mpc_0021_incorrect_gap] A noisy retrieved note reports P (mp-723897) with band gap -2.1942 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of P is reported as -3.0938 eV in mp-1179990, -3.5354 eV in mp-12883, and -2.1942 eV in mp-723897. These notes are marked as outdated or incorrect.",outdated_or_incorrect,band_gap,[],1.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0007,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5833333333333334,0.2654436130464252,0.75
resp_d0d3e4d752659b4e,rag_mpc_0007_incorrect_gap,task_08de9ca95772893e,q_0506e8f16488d9a4,ctx_75a71bc5619e29cd,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,What is the band gap of P?,"[rank=1 score=26.6939 doc_id=h1ctx_0020_mpc_0007_incorrect_gap] A noisy retrieved note reports P (mp-1179990) with band gap -3.0938 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.6939 doc_id=h1ctx_0038_mpc_0013_incorrect_gap] A noisy retrieved note reports P (mp-12883) with band gap -3.5354 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.6939 doc_id=h1ctx_0062_mpc_0021_incorrect_gap] A noisy retrieved note reports P (mp-723897) with band gap -2.1942 eV. This note is intentionally marked for human review as outdated_or_incorrect.",The retrieved context reports a -3.0938 eV band gap for P.,outdated_or_incorrect,band_gap,"['non_negative_band_gap', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1179990,,,False,False,False,mpc_0007,band_gap,band_gap,0.0,True,non_negative_band_gap,0.6363636363636364,0.3334214468250478,0.75
resp_20be09bc06c5c91c,rag_mpc_0007_incorrect_gap,task_08de9ca95772893e,q_0506e8f16488d9a4,ctx_75a71bc5619e29cd,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,What is the band gap of P?,"[rank=1 score=26.6939 doc_id=h1ctx_0020_mpc_0007_incorrect_gap] A noisy retrieved note reports P (mp-1179990) with band gap -3.0938 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.6939 doc_id=h1ctx_0038_mpc_0013_incorrect_gap] A noisy retrieved note reports P (mp-12883) with band gap -3.5354 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.6939 doc_id=h1ctx_0062_mpc_0021_incorrect_gap] A noisy retrieved note reports P (mp-723897) with band gap -2.1942 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-3.0938 eV,outdated_or_incorrect,band_gap,[],0.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0007,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5,0.1368451378759934,0.45
resp_478b5d517d86f3c4,rag_mpc_0008_current_gap,task_13731dbb91de0b65,q_e31bc4c90dcf3410,ctx_1abe5004c39bdc85,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,What is the band gap of O2?,"[rank=1 score=25.3749 doc_id=h1ctx_0008_mpc_0003_incorrect_gap] A noisy retrieved note reports O2 (mp-1180008) with band gap -1.277299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.3749 doc_id=h1ctx_0023_mpc_0008_incorrect_gap] A noisy retrieved note reports O2 (mp-12957) with band gap -1.0933 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.3749 doc_id=h1ctx_0026_mpc_0009_incorrect_gap] A noisy retrieved note reports O2 (mp-2204849) with band gap -2.720399999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.","-1.277299999999999 eV, -1.0933 eV, -2.720399999999999 eV",outdated_or_incorrect,band_gap,[],0.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0008,band_gap,band_gap,0.0,True,non_negative_band_gap,0.75,0.16907379577641293,0.75
resp_5e0b4197e7865d72,rag_mpc_0008_current_gap,task_13731dbb91de0b65,q_e31bc4c90dcf3410,ctx_1abe5004c39bdc85,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,What is the band gap of O2?,"[rank=1 score=25.3749 doc_id=h1ctx_0008_mpc_0003_incorrect_gap] A noisy retrieved note reports O2 (mp-1180008) with band gap -1.277299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.3749 doc_id=h1ctx_0023_mpc_0008_incorrect_gap] A noisy retrieved note reports O2 (mp-12957) with band gap -1.0933 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.3749 doc_id=h1ctx_0026_mpc_0009_incorrect_gap] A noisy retrieved note reports O2 (mp-2204849) with band gap -2.720399999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",The retrieved context reports a -1.277299999999999 eV band gap for O2.,outdated_or_incorrect,band_gap,"['non_negative_band_gap', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1180008,,,False,False,False,mpc_0008,band_gap,band_gap,0.0,True,non_negative_band_gap,0.6363636363636364,0.30919374668772387,0.75
resp_bb8346d310e81db7,rag_mpc_0008_current_gap,task_13731dbb91de0b65,q_e31bc4c90dcf3410,ctx_1abe5004c39bdc85,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,What is the band gap of O2?,"[rank=1 score=25.3749 doc_id=h1ctx_0008_mpc_0003_incorrect_gap] A noisy retrieved note reports O2 (mp-1180008) with band gap -1.277299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.3749 doc_id=h1ctx_0023_mpc_0008_incorrect_gap] A noisy retrieved note reports O2 (mp-12957) with band gap -1.0933 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.3749 doc_id=h1ctx_0026_mpc_0009_incorrect_gap] A noisy retrieved note reports O2 (mp-2204849) with band gap -2.720399999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-1.277299999999999 eV,outdated_or_incorrect,band_gap,[],0.5,qwen_judge,,,qwen_output,,,True,True,True,mpc_0008,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5,0.1341587124088137,0.45
resp_6f93b62fe9629a8a,rag_mpc_0008_incomplete_stability,task_192a96651fa53a34,q_f448d88bbb0b17a8,ctx_25d5abc3f2d4bde5,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,Is O2 thermodynamically stable?,"[rank=1 score=24.7444 doc_id=h1ctx_0008_mpc_0003_incorrect_gap] A noisy retrieved note reports O2 (mp-1180008) with band gap -1.277299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.7444 doc_id=h1ctx_0023_mpc_0008_incorrect_gap] A noisy retrieved note reports O2 (mp-12957) with band gap -1.0933 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.7444 doc_id=h1ctx_0026_mpc_0009_incorrect_gap] A noisy retrieved note reports O2 (mp-2204849) with band gap -2.720399999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.","O2 has a band gap of -1.277299999999999 eV, -1.0933 eV, and -2.720399999999999 eV.",outdated_or_incorrect,band_gap,[],0.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0008,stability,band_gap,0.0,True,non_negative_band_gap,0.6666666666666666,0.23300984431452454,0.75
resp_a38b2abbd991d0ad,rag_mpc_0008_incomplete_stability,task_192a96651fa53a34,q_f448d88bbb0b17a8,ctx_25d5abc3f2d4bde5,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,Is O2 thermodynamically stable?,"[rank=1 score=24.7444 doc_id=h1ctx_0008_mpc_0003_incorrect_gap] A noisy retrieved note reports O2 (mp-1180008) with band gap -1.277299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.7444 doc_id=h1ctx_0023_mpc_0008_incorrect_gap] A noisy retrieved note reports O2 (mp-12957) with band gap -1.0933 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.7444 doc_id=h1ctx_0026_mpc_0009_incorrect_gap] A noisy retrieved note reports O2 (mp-2204849) with band gap -2.720399999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",The retrieved context is insufficient to establish thermodynamic stability.,outdated_or_incorrect,band_gap,"['cautious_stability_claim', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1180008,,,False,False,False,mpc_0008,stability,stability,1.0,False,,0.2222222222222222,0.10144427746584773,0.2222222222222222
resp_6a6fdb888c5d1558,rag_mpc_0008_incomplete_stability,task_192a96651fa53a34,q_f448d88bbb0b17a8,ctx_25d5abc3f2d4bde5,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,Is O2 thermodynamically stable?,"[rank=1 score=24.7444 doc_id=h1ctx_0008_mpc_0003_incorrect_gap] A noisy retrieved note reports O2 (mp-1180008) with band gap -1.277299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.7444 doc_id=h1ctx_0023_mpc_0008_incorrect_gap] A noisy retrieved note reports O2 (mp-12957) with band gap -1.0933 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.7444 doc_id=h1ctx_0026_mpc_0009_incorrect_gap] A noisy retrieved note reports O2 (mp-2204849) with band gap -2.720399999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The retrieved context does not provide a direct answer about the thermodynamic stability of O2. The information provided is related to the band gap, which is marked as outdated or incorrect and does not directly indicate stability.",outdated_or_incorrect,band_gap,[],0.5,qwen_judge,,,qwen_output,,,True,True,True,mpc_0008,stability,band_gap,1.0,False,,0.3225806451612903,0.2072222981306907,0.3225806451612903
resp_ab264b2f12d903a4,rag_mpc_0008_incorrect_gap,task_13731dbb91de0b65,q_e31bc4c90dcf3410,ctx_1abe5004c39bdc85,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,What is the band gap of O2?,"[rank=1 score=25.3749 doc_id=h1ctx_0008_mpc_0003_incorrect_gap] A noisy retrieved note reports O2 (mp-1180008) with band gap -1.277299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.3749 doc_id=h1ctx_0023_mpc_0008_incorrect_gap] A noisy retrieved note reports O2 (mp-12957) with band gap -1.0933 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.3749 doc_id=h1ctx_0026_mpc_0009_incorrect_gap] A noisy retrieved note reports O2 (mp-2204849) with band gap -2.720399999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.","-1.277299999999999 eV, -1.0933 eV, -2.720399999999999 eV",outdated_or_incorrect,band_gap,[],0.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0008,band_gap,band_gap,0.0,True,non_negative_band_gap,0.75,0.16907379577641293,0.75
resp_1015b22f3b23d8cd,rag_mpc_0008_incorrect_gap,task_13731dbb91de0b65,q_e31bc4c90dcf3410,ctx_1abe5004c39bdc85,materials,local_rag_naive,local_rag,materials_project_derived,local_rule_rag,naive_context,What is the band gap of O2?,"[rank=1 score=25.3749 doc_id=h1ctx_0008_mpc_0003_incorrect_gap] A noisy retrieved note reports O2 (mp-1180008) with band gap -1.277299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.3749 doc_id=h1ctx_0023_mpc_0008_incorrect_gap] A noisy retrieved note reports O2 (mp-12957) with band gap -1.0933 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.3749 doc_id=h1ctx_0026_mpc_0009_incorrect_gap] A noisy retrieved note reports O2 (mp-2204849) with band gap -2.720399999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",The retrieved context reports a -1.277299999999999 eV band gap for O2.,outdated_or_incorrect,band_gap,"['non_negative_band_gap', 'valid_chemical_symbols']",,,,,https://materialsproject.org/materials/mp-1180008,,,False,False,False,mpc_0008,band_gap,band_gap,0.0,True,non_negative_band_gap,0.6363636363636364,0.30919374668772387,0.75
resp_e40fb9b0b9e5bccd,rag_mpc_0008_incorrect_gap,task_13731dbb91de0b65,q_e31bc4c90dcf3410,ctx_1abe5004c39bdc85,materials,qwen_max_naive,llm_generation,derived_response,qwen-max,naive_context,What is the band gap of O2?,"[rank=1 score=25.3749 doc_id=h1ctx_0008_mpc_0003_incorrect_gap] A noisy retrieved note reports O2 (mp-1180008) with band gap -1.277299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.3749 doc_id=h1ctx_0023_mpc_0008_incorrect_gap] A noisy retrieved note reports O2 (mp-12957) with band gap -1.0933 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.3749 doc_id=h1ctx_0026_mpc_0009_incorrect_gap] A noisy retrieved note reports O2 (mp-2204849) with band gap -2.720399999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-1.277299999999999 eV,outdated_or_incorrect,band_gap,[],0.5,qwen_judge,,,qwen_output,,,True,True,True,mpc_0008,band_gap,band_gap,0.0,True,non_negative_band_gap,0.5,0.1341587124088137,0.45
resp_b415e9492edb07e0,rag_mpc_0009_current_gap,task_872a77f3ae2176a1,q_e31bc4c90dcf3410,ctx_1abe5004c39bdc85,materials,deepseek_r1_naive,llm_generation,derived_response,deepseek-r1,naive_context,What is the band gap of O2?,"[rank=1 score=25.3749 doc_id=h1ctx_0008_mpc_0003_incorrect_gap] A noisy retrieved note reports O2 (mp-1180008) with band gap -1.277299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.3749 doc_id=h1ctx_0023_mpc_0008_incorrect_gap] A noisy retrieved note reports O2 (mp-12957) with band gap -1.0933 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.3749 doc_id=h1ctx_0026_mpc_0009_incorrect_gap] A noisy retrieved note reports O2 (mp-2204849) with band gap -2.720399999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.","-1.277299999999999 eV, -1.0933 eV, -2.720399999999999 eV",outdated_or_incorrect,band_gap,[],0.0,qwen_judge,,,qwen_output,,,True,True,True,mpc_0009,band_gap,band_gap,0.0,True,non_negative_band_gap,0.75,0.16907379577641293,0.75
