source_id,source_type,title,summary,published,updated,authors,url,query,collector_file
2605.31134v1,arxiv,Interplay of Cl Substitution and He$^{+}$ Irradiation in CrSBr$_{1-x}$Cl$_{x}$,"Two-dimensional magnetic semiconductors provide a promising platform for exploring the interplay between disorder, lattice dynamics, and resonant light--matter interactions. Among them, CrSBr exhibits strong in-plane anisotropy and pronounced resonance-enhanced Raman scattering. Here, we investigate the effects of Cl substitution and He$^{+}$ irradiation on the vibrational response of CrSBr using polarization-resolved Raman spectroscopy. Cl substitution activates additional phonon modes associated with local symmetry breaking, while He$^{+}$ irradiation introduces distinct defect-related scattering channels and enhanced phonon broadening. The combined effects of alloy disorder and externally introduced defects lead to strong anisotropic reconstruction of the Raman spectra and modification of the nonlinear Raman response under near-resonant 1.96 eV excitation. Power-dependent measurements reveal robust superlinear scaling of both intrinsic and substitution-induced phonon modes, indicating persistent resonance-enhanced electron--phonon coupling even in defect-engineered samples.",2026-05-29T10:46:07Z,2026-05-29T10:46:07Z,Satyam Sahu; Adeel Bukhari; Arijit Kayal; Valerie Černá; Bing Wu; Aljoscha Söll; Gregor Hlawacek; Zdeněk Sofer; Martin Kalbáč; Matěj Velický; Otakar Frank,http://arxiv.org/abs/2605.31134v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.31009v1,arxiv,Explicit Turn Resolution with Anisotropic Homogenisation for Efficient 3D Magneto-Thermal Finite-Element Simulation of Large-Scale No-Insulation HTS Magnets,"No-insulation (NI) and metal-insulation (MI) high-temperature superconducting (HTS) magnets require three-dimensional (3D) models to describe the current distribution around critical current defects. In this work, we design and validate the EXTRA homogenisation method, standing for explicit turn resolution with anisotropic homogenisation method. It allows 3D magneto-thermal finite-element (FE) simulations of large-scale magnets to be performed with high accuracy at a reasonable computational cost. The method combines the anisotropic homogenisation of turn-to-turn contact layers (T2TCLs) and their neighbouring winding turns with the explicit resolution of specific T2TCLs. In particular, the inner- and outermost winding turns and adjacent contact layers are explicitly resolved to properly describe the current distribution near current leads. In addition, the method is able to simulate local $J_{\textrm{c}}$ defects for a broad range of turn-to-turn contact resistances, provided the winding turns and T2TCLs next to the defect are explicitly resolved. For efficiency, the resolved T2TCLs are modelled using the surface contact approximation. The consistency of the proposed method is first verified on a 50-turn single pancake benchmark. It is shown to reproduce AC losses and temperature distributions obtained with a turn-resolved FE reference model, for both nominal operation and during thermal runaway. The computational efficiency of the EXTRA method is demonstrated with the simulation of a stack of three 150-turn pancake coils, for which computation time is reduced by a factor of up to 13 with respect to a turn-resolved FE reference model. Finally, the results of a large-scale 3D FE simulation, currently out of reach of turn-resolved models, are provided for an insert HTS magnet with 10,000 turns. The EXTRA method is open-source and input files to reproduce all results are made available.",2026-05-29T08:42:10Z,2026-05-29T08:42:10Z,Louis Denis; Erik Schnaubelt; Julien Dular; Mariusz Wozniak; Benoît Vanderheyden; Christophe Geuzaine,http://arxiv.org/abs/2605.31009v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.30575v1,arxiv,Observation and Control of the Magnetic Photogalvanic Effect from Strongly Bound Excitons,"Photogalvanic effects arising from the quantum geometry of noncentrosymmetric materials are promising for next-generation light-harvesting devices that do not require a built-in electric field. Recent theories predict photogalvanic currents generated in magnetic systems with spin-dependent symmetry breaking as well as by bound exciton states, allowing for potential magnetic field control of the photoresponse and enhanced detection of deep sub-gap signals, respectively. We demonstrate the magnetic photogalvanic effect in a bilayer CrI3 tunnel junction with both magnetic field switching and electric field tuning of interlayer symmetry. By controlling for the polarization and energy of light illumination, we disentangle the shift and injection current contributions and find that the peak response occurs under resonant excitation of strongly bound excitons in CrI3. Our results can be captured within a many-body framework of the photogalvanic effect, while our devices function as tunable, multispectral helicity- and polarization-sensitive detectors that highlight the potential of 2D magnets for future optoelectronic applications.",2026-05-28T21:08:36Z,2026-05-28T21:08:36Z,Xianfan Nie; Tarun Patel; Hyunggeun Lee; Chuangtang Wang; Meixin Cheng; Mingrui Lai; Bowen Yang; Matteo Pennacchietti; Shiyu Liu; Hechang Lei; Liuyan Zhao; Michael E. Reimer; Su Ying Quek; Adam W. Tsen,http://arxiv.org/abs/2605.30575v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.30293v1,arxiv,Spectroscopic evidence for a molecular orbital Kondo insulator,"A Kondo insulator (KI) is a prototypical example of a highly entangled phase of matter, where many-body interactions between local moments and delocalized electrons engender the non-magnetic insulating ground state. Conventionally, the local moments arise from atomic multiplet states with a narrow bandwidth, limiting Kondo coherence to low temperatures. Here, we realize a new paradigm for constructing the KI state with hybridized molecular orbitals in FeSb2. Resonant inelastic X-ray scattering (RIXS) at the Fe L-edge reveals distinct signatures of band-like continuum states and localized states. Comparisons with first-principles calculations establish a mixed-configuration ground state with hybridized Fe d-Sb p molecular orbitals as basis states. By systematically investigating the RIXS momentum, temperature, and doping dependences, we find propagating collective modes commensurate with many-body charge and spin excitations. Our results pave the way for understanding the emerging class of unconventional d electron insulators and engineering high temperature Kondo many-body states.",2026-05-28T17:41:34Z,2026-05-28T17:41:34Z,Ke-Jun Xu; Kuan H. Hsu; Nathan Giles-Donovan; Christopher T. Parzyck; Gi-Hyeok Lee; Wanli Yang; Jun Okamoto; Hsiao-Yu Huang; Di-Jing Huang; Joshua J. Kas; John Vinson; Zhi-Xun Shen; Dung-Hai Lee; Thomas P. Devereaux; Wei-Sheng Lee; Robert J. Birgeneau,http://arxiv.org/abs/2605.30293v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.30270v1,arxiv,"Exploring the Origins of Anti-Ambipolarity in BBL Polymer: Links to Redox Chemistry, Electronic Structure, and Structural Dynamics","We examine the intrinsic physical-chemical properties of the conjugated ladder-type polymer poly(benzimidazobenzophenanthroline) (BBL) in response to electron transfer. We aim at explaining the origin of the anti-ambipolar behavior behind the observed BBL nonlinear response associated with specific device architectures. To elucidate this point, we use theory and computation based on first principles, including density functional theory optimizations, ab initio molecular dynamics, time-dependent DFT, and Marcus-theory analysis. Our results reveal that this redox response is not simply monotonic but follows an alternating odd/even pattern in which gap narrowing and reopening occur sequentially before near-gapless behavior emerges at high charging. Converging theoretical evidence in this work demonstrates that bell shaped conductivity in BBL originates in its fundamental electronic structure and supramolecular organization.",2026-05-28T17:29:58Z,2026-05-28T17:29:58Z,Maryam Ghotbi; Alejandro Aviles; Perla B. Balbuena,http://arxiv.org/abs/2605.30270v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.30128v1,arxiv,Towards exascale fully relativistic pseudopotential density functional theory calculations enabled by mixed-precision computation and compressed-communication using residual based subspace iteration,"Noncollinear (NC) magnetism and spin-orbit coupling (SOC) are indispensable for predictive ab initio materials simulations with pronounced relativistic effects and magnetic frustration, yet they significantly increase the cost of cubic-scaling density functional theory (DFT) by introducing complex 2-component wavefunctions per electron and consequently much larger eigenproblems. We present a GPU-centric high-performance framework for NC-SOC DFT that combines: (i) algorithmic advances for solving finite-element (FE) discretized DFT equations; (ii) residual-based Chebyshev filtered subspace iteration (R-ChFSI), tolerant to inexact matrix-vector products, for the resulting sparse generalized eigenproblem; (iii) a matrix-free strategy for accelerating FE Poisson solver; (iv) R-ChFSI-enabled mixed-precision computation with block floating-point compressed MPI communication at compression ratios over 4x, preserving double-precision robustness while reducing compute and data movement costs; and (v) a communication efficient band-partitioning algorithm to improve scalability. Numerical results demonstrate improved time-to-solution and excellent scaling on exascale architectures, enabling fully relativistic pseudopotential DFT simulations of up to 100,000 electrons.",2026-05-28T15:58:29Z,2026-05-28T15:58:29Z,Nikhil Kodali; Gourab Panigrahi; Nishant Gupta; Kartick Ramakrishnan; Sundaresan G; Rudra Panch; Sambit Das; Vishwas Rao; Phani Motamarri,http://arxiv.org/abs/2605.30128v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.30050v1,arxiv,Surface Originated Cross-Field Anomalous Transport in Magnetoelectric Multilayers,"In material systems with slab geometry, the surface contribution to physical responses is commonly expected to diminish rapidly with increasing thickness, giving way to the bulk response. Here, we show that this conventional wisdom is violated in a class of gate-induced responses, including gate-induced orbital and spin magnetization as well as cross-field anomalous thermoelectric transport. We develop a general framework for these effects, which naturally decomposes the total response into surface- and bulk-contributions treated on equal footing. Remarkably, the volume-averaged surface contribution remains finite in the thick-slab limit and exhibits the same thickness scaling as the bulk term. Furthermore, the surface response originates from band geometric quantities distinct from those in the bulk, being constrained solely by surface symmetries. As a result, it can dominate the overall response when the bulk contribution is symmetry-forbidden. Taking MnBi$_2$Te$_4$ multilayers as an example, we predict a strong surface-dominated cross-field anomalous Nernst effect arising from surface Berry curvature, which is readily accessible to experimental detection. These findings reveal a previously overlooked significance of surface response and open a new direction in the study of surface quantum geometry.",2026-05-28T15:00:27Z,2026-05-28T15:00:27Z,Jin Cao; Wei Du; Xue-Jin Zhang; Cong Xiao; Qian Niu; Shengyuan A. Yang,http://arxiv.org/abs/2605.30050v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.30028v1,arxiv,Hysteretic Acoustic Band Structures in Shape-Memory Composite Thin Rods,"We investigate the propagation of longitudinal elastic waves in one-dimensional periodic composite rods composed of alternating segments of a shape-memory alloy (NiTiCu) and a polymer spacer (Parylene C). In the thin-rod regime, the longitudinal phase velocity reduces to $c=\sqrt{E/ρ}$, which coincides with the regime in which the elastic modulus of NiTiCu has been measured directly through its acoustic response across the martensitic transformation. Using the standard transfer-matrix method along the heating and cooling branches of the transformation separately, we compute the Bloch band structure of the infinite periodic system and the transmission spectrum of finite composite rods. Because the elastic modulus of NiTiCu follows different paths upon heating and cooling, the same external temperature within the transformation interval corresponds to two different phase fractions and, consequently, to two different phononic spectra. The resulting hysteresis of the underlying material is thus transferred to the collective acoustic response of the periodic structure: stop-band edges trace closed loops in the temperature--frequency plane, and the transmission coefficient of a finite rod at a fixed temperature depends on the previous thermal history. We further show that the geometric filling fraction of the active segment provides a complementary tuning mechanism, modifying the width of the spectral hysteresis loops and the position of specific gap closures independently of temperature. These results illustrate how a first-order structural phase transition with intrinsic thermal hysteresis manifests itself in the dispersion relation of a periodic elastic medium.",2026-05-28T14:52:25Z,2026-05-28T14:52:25Z,R. Esquivel-Sirvent; B. Manzanares-Martínez; J. Manzanares-Martínez,http://arxiv.org/abs/2605.30028v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.30016v1,arxiv,Magnetic precession induced spin accumulation in collinear antiferromagnets,"Generating and characterizing uniform and staggered spin polarization in antiferromagnets is one of the key challenges for antiferromagnetic spintronic technology. Here, we perform perturbative theory, group-theoretical symmetry analysis, low energy and ab initio simulations to propose that the magnetic precession near the equilibrium magnetic axis could generate finite uniform and staggered spin polarization at the opposite magnetic sublattices (referring to total magnetic and Néel vector generation) in a single AFM semiconductors. This response does not require the heterojunction setup and could eliminate the lattice mismatch issues at the junction. Through scrutinizing all symmetrically-protected vanishing magnetic moment groups and especially focusing on parity-time (PT ) invariant groups, we identify the symmetry constraints that describe the staggered spin accumulation responses, and disclose their fieldlike and dampinglike characters. This unravels a hidden spin accumulation mode in AFM semiconductors. Furthermore, we simulate such an effect using a perturbative approach and suggest that electric gate field and Floquet light-dressing can effectively manipulate these responses.",2026-05-28T14:40:26Z,2026-05-28T14:40:26Z,Q. Xue; J. Zhou,http://arxiv.org/abs/2605.30016v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.29925v1,arxiv,Carrier Localization in Pnictogen-Based Chalcohalides from Defect-Bound Hot Polarons,"Pnictogen-based solar absorbers have gained prominence as promising nontoxic and stable alternatives to lead-halide perovskites (LHPs), but are severely limited by carrier localization, preventing their performance from approaching those of LHPs. Recent efforts have uncovered routes to overcome carrier localization, but these early efforts only considered intrinsic factors. Herein, we push beyond these limited early efforts, examining the role of defects, not only on cold carriers but also hot carriers. Focusing on the structurally one-dimensional pnictogen chalcohalide BiSBr, we find that whilst this material intrinsically does not exhibit carrier localization, vacancies introduced during synthesis or post-treatment lead to pronounced extrinsic self-trapping via the formation of defect-bound hot polarons-excited charge-carriers strongly coupled to local defect-induced vibrational modes. These above-gap defect states divert hot carriers from cooling to the band edge, thus depleting the mobile carrier population. Our findings establish the key role of defect-bound hot polarons in mediating extrinsic localization and offer new mechanistic insights into the interplay between defects, lattice coupling, and excited-state charge-carrier transport, which are critical to designing efficient perovskite-inspired solar absorbers.",2026-05-28T13:38:54Z,2026-05-28T13:38:54Z,Xiaoyu Guo; Junzhi Ye; Cibrán Lopez Alvarez; Maciej Oskar Liedke; Maik Butterling; Mutibah Alanazi; Yi-Teng Huang; Jiajie Wu; Zhilong Zhang; Lars Van Turnhout; Yorrick Boeije; Bofeng Xue; Qingyu Wang; Hugh Lohan; Seán R. Kavanagh; Andreas Wagner; Eric Hirschmann; Robert A. Taylor; Akshay Rao; Edgardo Saucedo; Claudio Cazorla; Robert L. Z. Hoye,http://arxiv.org/abs/2605.29925v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.29821v1,arxiv,Accelerated Discovery of Nitrogen-Coordinated Dual-Atom Hydrogen Evolution Reaction Electrocatalysts via Machine Learning Potentials,"The hydrogen evolution reaction (HER) is central to sustainable hydrogen production, and nitrogen coordinated dual atom catalysts (DACs) offer a promising route to noble metal activity at low cost. Yet their vast compositional and coordination design space remains underexplored, as density functional theory (DFT) screening at scale is prohibitive. Here, we map the HER landscape of graphene supported TM2@Nx-Gr DACs, screening 23 transition metals across 20 nitrogen coordination motifs using a machine learning potential (MLP) benchmarked against DFT. Intermediate coordination (2N to 4N) consistently yields near-optimal ΔGH*, with Ti2@2Na, Mn2@2Na, Fe2@2Na, Cu2@2Na, Rh2@2Na, Zr2@2Na, Zr2@2Nb, Zr2@2Nc, Nb2@2Nc, Zr2@2Nd, Mn2@2Ne, Mn2@2Nf, Ti2@3Na, Au2@3Na, Fe2@3Na, Pd2@3Nb, Rh2@3Nc, Rh2@3Nd, Au2@3Nd, V2@4Na, Ti2@4Nb, Pd2@4Nb, Ti2@4Nc, Cr2@4Nd, Ni2@4Nd, Cu2@4Nd emerging as standout, synthesizable candidates, most exhibiting metallic or narrow gap (<0.25 eV) character. The MLP reaches near-DFT accuracy, with a mean absolute error of 80 meV for Gibbs binding free energies at orders of magnitude lower computational cost, establishing MLP driven screening as a practical engine for next-generation catalyst discovery.",2026-05-28T12:03:40Z,2026-05-28T12:03:40Z,Yanmei Zang; Hyun Gyu Park; Gi Beom Sim; Tae Hyeon Park; Ho Jin Lee; Xiaorong Zou; D. ChangMo Yang; Soohaeng Yoo Willow; Hye Jung Kim; Chang Woo Myung,http://arxiv.org/abs/2605.29821v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.29730v1,arxiv,"Spin-Orbit Coupling Effects on the Structural and Electronic Properties of Planar Pentagonal p-MS$_{2}$ (M = Si, Ge, and Pb)","Spin-orbit coupling (SOC) plays an important role in determining the structural and electronic properties of recently proposed two-dimensional planar pentagonal materials. In this work, density functional theory calculations are employed to investigate SOC effects in p-MS$_{2}$ systems (M = Si, Ge, and Pb). Our results indicate that the p-SiS$_{2}$ structure is likely unstable, except for p-GeS$_{2}$ and p-PbS$_{2}$. A detailed j-resolved (total angular momentum) orbital analysis reveals that SOC enhances electronic localization, leading to a slight structural contraction and a reconstruction of electronic states near the Fermi level, this effect becoming stronger for heavier M atoms. While p-GeS$_{2}$ remains metallic, SOC drives a metal-semiconductor transition in p-PbS$_{2}$ and opening a quasi-direct band gap of about 0.475 eV. In addition, the conduction band minimum state of p-PbS$_{2}$ exhibits pronounced anisotropy along the S-S bonds. These findings provide insight into SOC-driven structural and electronic reconstruction in planar pentagonal chalcogenides p-MS$_{2}$ and suggest that p-PbS$_{2}$ may be a promising candidate for gas-sensing applications.",2026-05-28T10:25:10Z,2026-05-28T10:25:10Z,Phuc-Dang Truong; Cao-Huu-Tai Nguyen; Nguyen-Bao-Tran Ngo; Khanh-Van Huynh; Jan Minar; Worawat Meevasana; Yen-Mi Tran; Trung-Phuc Vo,http://arxiv.org/abs/2605.29730v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.29595v1,arxiv,Revealing quantum metric multipoles in magnetic topological insulator MnBi2Te4,"Nonlinear electronic transport has emerged as a powerful probe of the quantum geometry in topological quantum materials, where the band topology and broken symmetries facilitate power law current voltage responses beyond Ohms law. While nonlinear transport of the second and third orders has been studied in several quantum materials, higher-order transport has so far mainly remained experimentally inaccessible, leaving more detailed features of the quantum geometry unexplored. Here, we observe higher order nonlinear electronic transport up to the seventh harmonic order in multilayer magnetic topological insulator MnBi2Te4. We find an even-odd behavior where the odd order nonlinear transport components dominate while the even-order ones are suppressed. Temperature and magnetic field dependent measurements show a strong correlation between the nonlinear transport and the magnetic phases of MnBi2Te4. Through scaling analysis and theoretical calculations, quantum metric multipoles and nonlinear Drude conductivities are identified as the microscopic origins of the nonlinear transport.",2026-05-28T08:36:13Z,2026-05-28T08:36:13Z,Lars Sjöström; Prasanna Rout; Shahid Sattar; Alexander Tyner; Maurice E. Bal; Ankit Khola; Elias Rasmussen; Khadiza Ali; Arumugum Thamizhavel; Uli Zeitler; Carlo M. Canali; Saroj P. Dash,http://arxiv.org/abs/2605.29595v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.29297v1,arxiv,Topological Lifshitz transition-induced bipolarity of anomalous Nernst effect in kagome magnet YCo3,"The kagome lattice, renowned for hosting topological band structures and rich magnetic behaviors, offers an exceptional setting to investigate unconventional transport in magnetic topological systems. Controlling the polarity of the anomalous Nernst effect (ANE) is crucial for designing flexible thermoelectric devices, such as thermopiles, where the ability to switch the thermoelectric voltage sign can dramatically enhance energy conversion efficiency and output. Here, we demonstrate such a bipolar ANE in the kagome magnet YCo3, driven by a temperature-induced topological Lifshitz transition. With a Curie temperature TC~225 K, sizable anomalous Hall and Nernst effects emerge below TC. Supported by the first-principles calculations, the AHE and ANE are suggested to be dominated by the intrinsic mechanism. Furthermore, the intrinsic anomalous Hall conductivity exhibits a piecewise-linear dependence on magnetization, with an abrupt slope change near 100 K, consistent with the Karplus-Luttinger mechanism. Concurrently, the anomalous Nernst coefficient SAyx reverses its sign around the same temperature, realizing the crucial bipolarity. These anomalies could be interpreted as a topological Lifshitz transition, enabled by the evolution of Co moments that could shift the Fermi level relative to Weyl nodes. Our work reveals YCo3 as a prototypical kagome magnet where temperature and magnetism directly govern both Weyl node topology and the bipolar ANE, opening a pathway to magnetically control thermoelectric output in topological quantum materials.",2026-05-28T03:26:17Z,2026-05-28T03:26:17Z,Sheng Xu; Yue-Yang Wu; Hao-Ran Bai; Zheng Li; Shu-Xiang Li; Jun-Jian Mi; Tian-Hao Li; Ze-Wei Wang; Ze-Kai Dong; Jiang Ma; Xiao-Bo Wu; Qian Tao; Zhu-An Xu,http://arxiv.org/abs/2605.29297v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.29100v1,arxiv,Strongly-coupled hybrid lattice-plasmons in layered cuprates,"Metallic systems with delocalized valence electrons host collective charge density oscillations known as plasmons. On the other hand, conventional insulators do not have free electrons and the low energy charge degrees of freedom are pinned to the ions. The fate of the collective charge excitations in the intermediate regime is an outstanding question. This problem is especially important for strongly correlated systems such as the layered cuprates, where unconventional superconductivity and other emergent phenomena arise from valence electrons on the border between Mott localization and itinerancy. Using resonant inelastic X-ray scattering, we track this evolution in the prototypical electron-doped cuprate Nd2-xCexCuO4. We find a continuous transformation of the low-energy charge response: from an acoustic plasmon in the metallic regime, to a gapped hybrid mode at intermediate doping, and finally to a nearly dispersionless 139 meV excitation at half filling. Remarkably, the 139 meV excitation has approximately twice the energy of the oxygen breathing phonon responsible for the dispersion kink observed in angle-resolved photoemission spectroscopy, and is consistent with a putative 2-phonon excitation observed in Raman spectroscopy. These results establish a unified picture of collective charge excitations across the phase diagram of electron-doped cuprates, showing that such modes persist across the Mott transition via strong coupling to lattice degrees of freedom and revealing a missing link in the charge dynamics of carrier doped Mott insulators.",2026-05-27T21:01:04Z,2026-05-27T21:01:04Z,Ke-Jun Xu; Nathan Giles-Donovan; Stefano Agrestini; Jaewon Choi; Mirian Garcia-Fernandez; Kejin Zhou; Junfeng He; Costel R. Rotundu; Young S. Lee; Thomas P. Devereaux; Zhi-Xun Shen; Dung-Hai Lee; Robert J. Birgeneau; Wei-Sheng Lee,http://arxiv.org/abs/2605.29100v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.29086v1,arxiv,Comparing Spatially Periodic Feedback and Space-Time Modulation for Unidirectional Wave Propagation in a 1D Mass-Spring-Damper System,"Unidirectional wave propagation has emerged as a key concept in the dynamics of non-reciprocal mechanical and acoustic metamaterials. This work investigates two fundamentally distinct strategies for achieving directional wave propagation in a periodic one-dimensional mass-spring-damper lumped system: space-time modulation and spatially periodic feedback. In the first approach, the stiffness is modulated periodically in both space and time. The resulting space-time periodic system is analyzed using a Plane Wave Expansion (PWE) formulation based on the Bloch-Floquet theory to obtain the dispersion relation. The traveling modulation produces asymmetric dispersion diagrams and directional band gaps, within which elastic waves propagate preferentially in a single direction due to broken time-reversal symmetry. In the second approach, non-reciprocity is introduced through a spatially periodic feedback action. The force can depend on the displacement and/or its derivatives, such as velocity or acceleration, and is applied to the masses along the system. The lumped system with a finite number of unit cells is modeled using classical mechanics principles, yielding a state-space model of the system. The active mechanism can generate directional amplification or attenuation via the non-Hermitian skin effect (NHSE), characterized by boundary-localized modes identified by a topological invariant, the winding number. The stability of the space-time periodic system is assessed through the Lyapunov-Floquet theory. In the periodic feedback case, stability is investigated using the eigenvalues of the state matrix. These results provide design guidelines for directional wave propagation in elastic waveguides.",2026-05-27T20:40:27Z,2026-05-27T20:40:27Z,João H. S. Brandão; Danilo Braghini; José R. F. Arruda,http://arxiv.org/abs/2605.29086v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.29029v1,arxiv,Geometry-based Discovery of Calcium Battery Cathodes Accelerated by Foundational Machine-Learned Models,"Calcium batteries (CBs) are an attractive post-Li-ion technology, offering the appeal of Ca's natural abundance and high volumetric energy density. However, practical realization of CBs remains limited by the scarcity of positive electrode (cathode) materials that support reversible Ca$^{2+}$ (de)intercalation under electrochemical conditions. To address this challenge, we screen the materials project (MP) database for novel host structures that can intercalate Ca using geometry- and chemistry-based design principles. Specifically, we employ the Voronoi polyhedral volume as a descriptor of site compatibility for hosting Ca in potential frameworks. Further, we down-select candidate structures progressively through criteria including charge neutrality, absence of non-Ca mobile cations, thermodynamic (meta)stability, average voltage, and Ca migration barriers ($E_m$) using foundational machine-learning (ML) models. Subsequently, we validate the ensemble-ML-predicted $E_m$ in a subset of the final candidates using density functional theory based nudged elastic band calculations. Overall, from an initial pool of 52,945 MP structures, our workflow identifies 37 promising Ca cathode candidates, several of which exhibit favorable combinations of thermodynamic (meta)stability, voltage, and Ca-mobility, marking them as strong candidates for synthesis and electrochemical characterization. Particularly, we identify two Ca cathode candidates with markedly low Ca$^{2+}~E_m$ (CaSc$_2$V$_2$O$_8$ and CaVSO$_4$F$_3$), and four cathode candidates with thermodynamically stable charged states (Ca$_3$(CoO$_2$)$_4$, Ca$_3$Mn$_4$(TeO$_6$)$_2$, CaVF$_5$, and CaVSO$_4$F$_3$). Beyond identifying Ca-cathodes, our work establishes geometry-based descriptors and ML-based workflows as transferable methods for high-throughput screening, enabling the rapid discovery of novel materials for battery and other applications.",2026-05-27T19:28:49Z,2026-05-27T19:28:49Z,Dereje Bekele Tekliye; Achinthya Krishna Bheemaguli; Gopalakrishnan Sai Gautam,http://arxiv.org/abs/2605.29029v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.28656v1,arxiv,Orbital Altermagnetic Photonic Crystal,"Altermagnetism features momentum-dependent spin splitting without net magnetization, extending spintronics beyond conventional ferromagnetism and antiferromagnetism. However, the photonic realization of altermagnetism has remained a formidable challenge due to the fundamental differences between fermionic electrons and bosonic photons. Here, we report the first experimental realization of an orbital altermagnetic photonic crystal, based on an antiunitary $C_{4z}\mathcal{T}$ symmetry enforced correspondence between a local $p$-orbital $σ/π$ doublet and crystal momentum. We experimentally demonstrate that the resulting system exhibits momentum-dependent spin splitting with alternating pseudospin polarization and a $d_{xy}$-wave form factor, as confirmed by measured band structures and iso-frequency contours. Moreover, we show that the orbital altermagnetic photonic crystal supports unique pseudospin-selective transport of electromagnetic waves, including photonic pseudospin splitting and pseudospin filtering. Our results extend the field of alternagnetism to photonic systems, opening a new avenue for designing spinphotonic devices.",2026-05-27T15:56:45Z,2026-05-27T15:56:45Z,Sichang Qiu; Huichang Li; Yan Meng; Xiang Xi; Zebin Zhu; Ce Shang; Zhen Gao; Tie Jun Cui; Shuo Liu,http://arxiv.org/abs/2605.28656v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2605.28611v1,arxiv,Ultrafast dynamics of excitons in black phosphorus,"Excitons are key quasiparticles determining the optical properties of solids. As such, they can be utilized to coherently control the electronic structure of materials using optical femtosecond pulses. Identifying the decoherence mechanism during the early non-equilibrium dynamics is crucial to achieve light-induced band-structure engineering in semiconductors. Here, we generate excitons in the direct band gap semiconductor black phosphorus with a resonant mid-infrared photoexcitation. Using time- and angle-resolved photoemission spectroscopy, we track their complex ultrafast dynamics on the few-picosecond time scale. We develop a quantum-kinetic theoretical framework to model the decoherence of excitons into dark excitons via phonon scattering. By combining simulation and experiment, we quantify key parameters describing the early dynamics of the excitons. Our work highlights phonon-mediated intravalley scattering as a fundamental limitation for coherent exciton phenomena in single-valley semiconductors.",2026-05-27T15:26:16Z,2026-05-27T15:26:16Z,Geoffroy Kremer; Juan F. P. Mosquera; Joël Morf; Aymen Mahmoudi; Frédéric Chassot; Viktor Christiansson; Maxime Rumo; Manuele Balestra; Fabian O. von Rohr; Philipp Werner; Michael Schüler; Claude Monney,http://arxiv.org/abs/2605.28611v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
