sample_id,response_id,base_task_id,source_dataset,dataset_role,model,mode,constraint_family,question,answer,retrieved_context,ground_truth,document_status,user_input,retrieved_contexts,response,reference,ragas_faithfulness,ragas_answer_relevancy,ragas_context_precision,ragas_context_recall,ragas_backend,ragas_llm_model,pi_sret_constraint_score,pi_sret_violations
mp_bal_v2_0737_formation_noisy_high,resp_04d10970b9af19bd,task_883943426204930e,mp_balanced_constraints_v3,mp_derived_balanced_controlled,mp_property_derived,controlled_balanced,formation_energy,What is the formation energy of O2?,The formation energy of O2 is 5.5 eV/atom.,A controlled noisy note derived from mp-1058623 reports formation energy 5.5 eV/atom for O2. This note is marked outdated_or_incorrect for stress testing.,,outdated_or_incorrect,What is the formation energy of O2?,['A controlled noisy note derived from mp-1058623 reports formation energy 5.5 eV/atom for O2. This note is marked outdated_or_incorrect for stress testing.'],The formation energy of O2 is 5.5 eV/atom.,A controlled noisy note derived from mp-1058623 reports formation energy 5.5 eV/atom for O2. This note is marked outdated_or_incorrect for stress testing.,1.0,0.9999999999999992,,,ragas_qwen_plus,qwen-plus,0.0,formation_energy_typical_range
mp_bal_v2_0747_band_gap_high,resp_04ff0b962ef8512b,task_b582992f60508c69,mp_balanced_constraints_v3,mp_derived_balanced_controlled,mp_property_derived,controlled_balanced,band_gap,What is the band gap of Fe?,The band gap of Fe is 16.5 eV.,A controlled noisy note derived from mp-1271198 reports Fe with band gap 16.5 eV.,,outdated_or_incorrect,What is the band gap of Fe?,['A controlled noisy note derived from mp-1271198 reports Fe with band gap 16.5 eV.'],The band gap of Fe is 16.5 eV.,A controlled noisy note derived from mp-1271198 reports Fe with band gap 16.5 eV.,1.0,0.9999999999999996,,,ragas_qwen_plus,qwen-plus,0.0,band_gap_physical_range
mp_bal_v2_0913_band_gap_negative,resp_050aee5c3dd9db81,task_3cc7ce45858a0a6b,mp_balanced_constraints_v3,mp_derived_balanced_controlled,mp_property_derived,controlled_balanced,band_gap,What is the band gap of Mg6Si5?,The band gap of Mg6Si5 is -0.05 eV.,A controlled noisy note derived from mp-1073927 reports Mg6Si5 with band gap -0.05 eV. This note is marked outdated_or_incorrect for stress testing.,,outdated_or_incorrect,What is the band gap of Mg6Si5?,['A controlled noisy note derived from mp-1073927 reports Mg6Si5 with band gap -0.05 eV. This note is marked outdated_or_incorrect for stress testing.'],The band gap of Mg6Si5 is -0.05 eV.,A controlled noisy note derived from mp-1073927 reports Mg6Si5 with band gap -0.05 eV. This note is marked outdated_or_incorrect for stress testing.,1.0,0.9999999999999992,,,ragas_qwen_plus,qwen-plus,0.0,non_negative_band_gap
mp_bal_v2_0108_conductivity_gap_conflict,resp_05295965e793c4ba,task_961145aa13516691,mp_balanced_constraints_v3,mp_derived_balanced_controlled,mp_property_derived,controlled_balanced,band_gap,Is N2 metallic or insulating based on its band gap?,N2 is metallic with a band gap of 6.739 eV.,Materials Project reports N2 (mp-570747). Band gap: 6.739 eV. Formation energy per atom: 0.002401956249999 eV/atom. Energy above hull: 0.002401956249999 eV/atom. Stable: False.,,outdated_or_incorrect,Is N2 metallic or insulating based on its band gap?,['Materials Project reports N2 (mp-570747). Band gap: 6.739 eV. Formation energy per atom: 0.002401956249999 eV/atom. Energy above hull: 0.002401956249999 eV/atom. Stable: False.'],N2 is metallic with a band gap of 6.739 eV.,Materials Project reports N2 (mp-570747). Band gap: 6.739 eV. Formation energy per atom: 0.002401956249999 eV/atom. Energy above hull: 0.002401956249999 eV/atom. Stable: False.,1.0,0.7965294791524236,,,ragas_qwen_plus,qwen-plus,0.0,conductivity_band_gap_consistency
mp_bal_v2_0098_formation_noisy_high,resp_0545cdec1967bb77,task_18166055a82b3c00,mp_balanced_constraints_v3,mp_derived_balanced_controlled,mp_property_derived,controlled_balanced,formation_energy,What is the formation energy of B?,The formation energy of B is 5.5 eV/atom.,A controlled noisy note derived from mp-22046 reports formation energy 5.5 eV/atom for B. This note is marked outdated_or_incorrect for stress testing.,,outdated_or_incorrect,What is the formation energy of B?,['A controlled noisy note derived from mp-22046 reports formation energy 5.5 eV/atom for B. This note is marked outdated_or_incorrect for stress testing.'],The formation energy of B is 5.5 eV/atom.,A controlled noisy note derived from mp-22046 reports formation energy 5.5 eV/atom for B. This note is marked outdated_or_incorrect for stress testing.,1.0,0.9999999999999992,,,ragas_qwen_plus,qwen-plus,0.0,elemental_formation_energy_reference_conflict;formation_energy_typical_range
mp_bal_v2_0611_band_gap_high,resp_0555ad6c14596df2,task_7c88d67918fe384e,mp_balanced_constraints_v3,mp_derived_balanced_controlled,mp_property_derived,controlled_balanced,band_gap,What is the band gap of Cs?,The band gap of Cs is 16.5 eV.,A controlled noisy note derived from mp-1 reports Cs with band gap 16.5 eV.,,outdated_or_incorrect,What is the band gap of Cs?,['A controlled noisy note derived from mp-1 reports Cs with band gap 16.5 eV.'],The band gap of Cs is 16.5 eV.,A controlled noisy note derived from mp-1 reports Cs with band gap 16.5 eV.,1.0,0.9999999999999992,,,ragas_qwen_plus,qwen-plus,0.0,band_gap_physical_range
mp_bal_v2_0473_band_gap_high,resp_056e8b9d266837a7,task_50009e4d9374b4de,mp_balanced_constraints_v3,mp_derived_balanced_controlled,mp_property_derived,controlled_balanced,band_gap,What is the band gap of C?,The band gap of C is 16.5 eV.,A controlled noisy note derived from mp-1018088 reports C with band gap 16.5 eV.,,outdated_or_incorrect,What is the band gap of C?,['A controlled noisy note derived from mp-1018088 reports C with band gap 16.5 eV.'],The band gap of C is 16.5 eV.,A controlled noisy note derived from mp-1018088 reports C with band gap 16.5 eV.,1.0,0.9999999999999996,,,ragas_qwen_plus,qwen-plus,0.0,band_gap_physical_range
mp_bal_v2_0470_formation_noisy_high,resp_05cc972d2edf35bc,task_7d491f499e9cdf28,mp_balanced_constraints_v3,mp_derived_balanced_controlled,mp_property_derived,controlled_balanced,formation_energy,What is the formation energy of Rb?,The formation energy of Rb is 5.5 eV/atom.,A controlled noisy note derived from mp-1186853 reports formation energy 5.5 eV/atom for Rb. This note is marked outdated_or_incorrect for stress testing.,,outdated_or_incorrect,What is the formation energy of Rb?,['A controlled noisy note derived from mp-1186853 reports formation energy 5.5 eV/atom for Rb. This note is marked outdated_or_incorrect for stress testing.'],The formation energy of Rb is 5.5 eV/atom.,A controlled noisy note derived from mp-1186853 reports formation energy 5.5 eV/atom for Rb. This note is marked outdated_or_incorrect for stress testing.,1.0,0.9999999999999998,,,ragas_qwen_plus,qwen-plus,0.0,elemental_formation_energy_reference_conflict;formation_energy_typical_range
mp_bal_v2_0003_formation_current,resp_06398ee3041b08c7,task_a2087434fcdebd1a,mp_balanced_constraints_v3,mp_derived_balanced_controlled,mp_property_derived,controlled_balanced,formation_energy,What is the formation energy of Rb?,The formation energy of Rb is 0.053649282500000006 eV/atom.,Materials Project reports Rb (mp-1179802). Band gap: 0.0 eV. Formation energy per atom: 0.053649282500000006 eV/atom. Energy above hull: 0.053649282500000006 eV/atom. Stable: False.,,current,What is the formation energy of Rb?,['Materials Project reports Rb (mp-1179802). Band gap: 0.0 eV. Formation energy per atom: 0.053649282500000006 eV/atom. Energy above hull: 0.053649282500000006 eV/atom. Stable: False.'],The formation energy of Rb is 0.053649282500000006 eV/atom.,Materials Project reports Rb (mp-1179802). Band gap: 0.0 eV. Formation energy per atom: 0.053649282500000006 eV/atom. Energy above hull: 0.053649282500000006 eV/atom. Stable: False.,1.0,0.9999999999999998,,,ragas_qwen_plus,qwen-plus,0.0,elemental_formation_energy_reference_conflict
mp_bal_v2_0667_stability_incomplete,resp_06a6700fba4970ab,task_4ea8239787ed28e5,mp_balanced_constraints_v3,mp_derived_balanced_controlled,mp_property_derived,controlled_balanced,stability,Is I thermodynamically stable?,I is stable.,"A short snippet derived from mp-684663 says I is stable, but omits formation energy, hull distance, and thermodynamic qualification.",,incomplete,Is I thermodynamically stable?,"['A short snippet derived from mp-684663 says I is stable, but omits formation energy, hull distance, and thermodynamic qualification.']",I is stable.,"A short snippet derived from mp-684663 says I is stable, but omits formation energy, hull distance, and thermodynamic qualification.",1.0,0.0,,,ragas_qwen_plus,qwen-plus,0.0,cautious_stability_claim
natural_arxiv_current_0226,resp_0a650c5974f3505e,task_313c33616f21d141,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'Superconductivity in Al-based high-entropy alloys TiHfNbTaAl and TaNbHfZrAl'?,"Since the first report of a high entropy alloy (HEA) superconductor in 2014, HEAs have continued to captivate the interest of superconducting researchers.","arXiv source: 2605.25048v1
Title: Superconductivity in Al-based high-entropy alloys TiHfNbTaAl and TaNbHfZrAl
Published: 2026-05-24T12:45:26Z
URL: http://arxiv.org/abs/2605.25048v1
Abstract: Since the first report of a high entropy alloy (HEA) superconductor in 2014, HEAs have continued to captivate the interest of superconducting researchers. Owing to the significant degree of disorder inherent in these systems, they serve as exemplary models for examining the properties of materials that exist in states intermediate between crystalline and amorphous structures. Here we present the superconductivity properties and crystal structure of TaNbHfZrAl and TiHfNbTaAl HEAs, which both have the VEC of 4.2 and body centered cubic (BCC) structure. Through resistivity, magnetic, and specific heat measurements, we prove that both samples are the bulk type-II superconductors with a critical temperature Tc of 5.5 K for TaNbHfZrAl and Tc of 3.2 K for TiHfNbTaAl. The Tc of HEA superconductors is influenced by the VEC and the element composition. And the incorporation of Al in high disorder HEA superconductors causes a more crystallinelike Tc dependence.",,current,What is the main materials-science claim reported in the source titled 'Superconductivity in Al-based high-entropy alloys TiHfNbTaAl and TaNbHfZrAl'?,"['arXiv source: 2605.25048v1\nTitle: Superconductivity in Al-based high-entropy alloys TiHfNbTaAl and TaNbHfZrAl\nPublished: 2026-05-24T12:45:26Z\nURL: http://arxiv.org/abs/2605.25048v1\nAbstract: Since the first report of a high entropy alloy (HEA) superconductor in 2014, HEAs have continued to captivate the interest of superconducting researchers. Owing to the significant degree of disorder inherent in these systems, they serve as exemplary models for examining the properties of materials that exist in states intermediate between crystalline and amorphous structures. Here we present the superconductivity properties and crystal structure of TaNbHfZrAl and TiHfNbTaAl HEAs, which both have the VEC of 4.2 and body centered cubic (BCC) structure. Through resistivity, magnetic, and specific heat measurements, we prove that both samples are the bulk type-II superconductors with a critical temperature Tc of 5.5 K for TaNbHfZrAl and Tc of 3.2 K for TiHfNbTaAl. The Tc of HEA superconductors is influenced by the VEC and the element composition. And the incorporation of Al in high disorder HEA superconductors causes a more crystallinelike Tc dependence.']","Since the first report of a high entropy alloy (HEA) superconductor in 2014, HEAs have continued to captivate the interest of superconducting researchers.","arXiv source: 2605.25048v1
Title: Superconductivity in Al-based high-entropy alloys TiHfNbTaAl and TaNbHfZrAl
Published: 2026-05-24T12:45:26Z
URL: http://arxiv.org/abs/2605.25048v1
Abstract: Since the first report of a high entropy alloy (HEA) superconductor in 2014, HEAs have continued to captivate the interest of superconducting researchers. Owing to the significant degree of disorder inherent in these systems, they serve as exemplary models for examining the properties of materials that exist in states intermediate between crystalline and amorphous structures. Here we present the superconductivity properties and crystal structure of TaNbHfZrAl and TiHfNbTaAl HEAs, which both have the VEC of 4.2 and body centered cubic (BCC) structure. Through resistivity, magnetic, and specific heat measurements, we prove that both samples are the bulk type-II superconductors with a critical temperature Tc of 5.5 K for TaNbHfZrAl and Tc of 3.2 K for TiHfNbTaAl. The Tc of HEA superconductors is influenced by the VEC and the element composition. And the incorporation of Al in high disorder HEA superconductors causes a more crystallinelike Tc dependence.",1.0,0.6647754148159847,,,ragas_qwen_plus,qwen-plus,0.0,valid_chemical_symbols
natural_arxiv_current_0108,resp_10af303045d52e60,task_1051e103a3820d87,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,temperature,What is the main materials-science claim reported in the source titled 'Machine learning via artificial neural networks coupled with density functional theory and experiments for thermodynamic optimization of high-entropy alloys for hydrogen storage at room temperature'?,"High-entropy alloys (HEAs) have received considerable attention for hydrogen storage because of their compositional flexibility; however, designing HEAs with optimal thermodynamics is critical.","arXiv source: 2606.04803v1
Title: Machine learning via artificial neural networks coupled with density functional theory and experiments for thermodynamic optimization of high-entropy alloys for hydrogen storage at room temperature
Published: 2026-06-03T12:29:14Z
URL: http://arxiv.org/abs/2606.04803v1
Abstract: High-entropy alloys (HEAs) have received considerable attention for hydrogen storage because of their compositional flexibility; however, designing HEAs with optimal thermodynamics is critical. This study employs machine learning via artificial neural networks (ANN) and density functional theory (DFT) to design a novel AB-type TixNb2-xVCrMnFe (x = 0.5-2.0) high-entropy system for hydrogen storage at ambient temperature (A: Ti, V and Nb, and B: Cr, Mn and Fe). Both ANN and DFT predict that the hydride formation enthalpy decreases to negative values with increasing the titanium content. Two alloys with x > 1.5 are predicted to achieve enthalpies within the -25 to -39 kJ/mol range, making them appropriate for room-temperature hydrogen storage. Experiments demonstrate good agreement with the enthalpy predictions, with the Ti-rich alloys showing reversible hydrogen storage with fast kinetics at room temperature. These results provide a framework for reliable use of data analysis and ab initio calculations to explore high-entropy hydrides as hydrogen storage materials.",,current,What is the main materials-science claim reported in the source titled 'Machine learning via artificial neural networks coupled with density functional theory and experiments for thermodynamic optimization of high-entropy alloys for hydrogen storage at room temperature'?,"['arXiv source: 2606.04803v1\nTitle: Machine learning via artificial neural networks coupled with density functional theory and experiments for thermodynamic optimization of high-entropy alloys for hydrogen storage at room temperature\nPublished: 2026-06-03T12:29:14Z\nURL: http://arxiv.org/abs/2606.04803v1\nAbstract: High-entropy alloys (HEAs) have received considerable attention for hydrogen storage because of their compositional flexibility; however, designing HEAs with optimal thermodynamics is critical. This study employs machine learning via artificial neural networks (ANN) and density functional theory (DFT) to design a novel AB-type TixNb2-xVCrMnFe (x = 0.5-2.0) high-entropy system for hydrogen storage at ambient temperature (A: Ti, V and Nb, and B: Cr, Mn and Fe). Both ANN and DFT predict that the hydride formation enthalpy decreases to negative values with increasing the titanium content. Two alloys with x > 1.5 are predicted to achieve enthalpies within the -25 to -39 kJ/mol range, making them appropriate for room-temperature hydrogen storage. Experiments demonstrate good agreement with the enthalpy predictions, with the Ti-rich alloys showing reversible hydrogen storage with fast kinetics at room temperature. These results provide a framework for reliable use of data analysis and ab initio calculations to explore high-entropy hydrides as hydrogen storage materials.']","High-entropy alloys (HEAs) have received considerable attention for hydrogen storage because of their compositional flexibility; however, designing HEAs with optimal thermodynamics is critical.","arXiv source: 2606.04803v1
Title: Machine learning via artificial neural networks coupled with density functional theory and experiments for thermodynamic optimization of high-entropy alloys for hydrogen storage at room temperature
Published: 2026-06-03T12:29:14Z
URL: http://arxiv.org/abs/2606.04803v1
Abstract: High-entropy alloys (HEAs) have received considerable attention for hydrogen storage because of their compositional flexibility; however, designing HEAs with optimal thermodynamics is critical. This study employs machine learning via artificial neural networks (ANN) and density functional theory (DFT) to design a novel AB-type TixNb2-xVCrMnFe (x = 0.5-2.0) high-entropy system for hydrogen storage at ambient temperature (A: Ti, V and Nb, and B: Cr, Mn and Fe). Both ANN and DFT predict that the hydride formation enthalpy decreases to negative values with increasing the titanium content. Two alloys with x > 1.5 are predicted to achieve enthalpies within the -25 to -39 kJ/mol range, making them appropriate for room-temperature hydrogen storage. Experiments demonstrate good agreement with the enthalpy predictions, with the Ti-rich alloys showing reversible hydrogen storage with fast kinetics at room temperature. These results provide a framework for reliable use of data analysis and ab initio calculations to explore high-entropy hydrides as hydrogen storage materials.",1.0,0.5738564249589051,,,ragas_qwen_plus,qwen-plus,0.0,valid_chemical_symbols
natural_arxiv_current_0217,resp_134c9a14b1e3a35b,task_ee5ac6e94dcc3337,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,superconductivity,What is the main materials-science claim reported in the source titled 'Impact of Stoichiometry of MoSi Thin Films for Enhanced Sensitivity of Superconducting Nanowire Single-Photon Detectors'?,We report on the impact of the stoichiometry of superconducting MoSi thin films on the performance of superconducting nanowire single-photon detectors (SNSPDs).,"arXiv source: 2605.27179v1
Title: Impact of Stoichiometry of MoSi Thin Films for Enhanced Sensitivity of Superconducting Nanowire Single-Photon Detectors
Published: 2026-05-26T15:33:54Z
URL: http://arxiv.org/abs/2605.27179v1
Abstract: We report on the impact of the stoichiometry of superconducting MoSi thin films on the performance of superconducting nanowire single-photon detectors (SNSPDs). Specifically, we investigate the relation between the film parameters critical temperature Tc , sheet resistance Rs and superconductor thickness d and observe a universal scaling behavior. To benchmark the performance of SNSPDs fabricated from films having different stoichiometry, we measure the bias dependent count rate curves, while the detector is illuminated with wavelengths between 780 nm and 1550 nm. The detector performance as a function photon energy for different nanowire widths reveals a linear relation between the detection current and the photon energy. Furthermore, we determine the interfacial thermal boundary conductance $β$ between the superconducting thin film and the substrate, by measuring the return current of the SNSPD and find an increase of $β$ with increasing Mo concentration. The highest sensitivity amongst all compared devices is achieved for Mo$_{0.53}$Si$_{0.47}$, with low Tc (4.1 K) and high Rs (397$Ω$/sq) at a film thickness of 5.4 nm.",,current,What is the main materials-science claim reported in the source titled 'Impact of Stoichiometry of MoSi Thin Films for Enhanced Sensitivity of Superconducting Nanowire Single-Photon Detectors'?,"['arXiv source: 2605.27179v1\nTitle: Impact of Stoichiometry of MoSi Thin Films for Enhanced Sensitivity of Superconducting Nanowire Single-Photon Detectors\nPublished: 2026-05-26T15:33:54Z\nURL: http://arxiv.org/abs/2605.27179v1\nAbstract: We report on the impact of the stoichiometry of superconducting MoSi thin films on the performance of superconducting nanowire single-photon detectors (SNSPDs). Specifically, we investigate the relation between the film parameters critical temperature Tc , sheet resistance Rs and superconductor thickness d and observe a universal scaling behavior. To benchmark the performance of SNSPDs fabricated from films having different stoichiometry, we measure the bias dependent count rate curves, while the detector is illuminated with wavelengths between 780 nm and 1550 nm. The detector performance as a function photon energy for different nanowire widths reveals a linear relation between the detection current and the photon energy. Furthermore, we determine the interfacial thermal boundary conductance $β$ between the superconducting thin film and the substrate, by measuring the return current of the SNSPD and find an increase of $β$ with increasing Mo concentration. The highest sensitivity amongst all compared devices is achieved for Mo$_{0.53}$Si$_{0.47}$, with low Tc (4.1 K) and high Rs (397$Ω$/sq) at a film thickness of 5.4 nm.']",We report on the impact of the stoichiometry of superconducting MoSi thin films on the performance of superconducting nanowire single-photon detectors (SNSPDs).,"arXiv source: 2605.27179v1
Title: Impact of Stoichiometry of MoSi Thin Films for Enhanced Sensitivity of Superconducting Nanowire Single-Photon Detectors
Published: 2026-05-26T15:33:54Z
URL: http://arxiv.org/abs/2605.27179v1
Abstract: We report on the impact of the stoichiometry of superconducting MoSi thin films on the performance of superconducting nanowire single-photon detectors (SNSPDs). Specifically, we investigate the relation between the film parameters critical temperature Tc , sheet resistance Rs and superconductor thickness d and observe a universal scaling behavior. To benchmark the performance of SNSPDs fabricated from films having different stoichiometry, we measure the bias dependent count rate curves, while the detector is illuminated with wavelengths between 780 nm and 1550 nm. The detector performance as a function photon energy for different nanowire widths reveals a linear relation between the detection current and the photon energy. Furthermore, we determine the interfacial thermal boundary conductance $β$ between the superconducting thin film and the substrate, by measuring the return current of the SNSPD and find an increase of $β$ with increasing Mo concentration. The highest sensitivity amongst all compared devices is achieved for Mo$_{0.53}$Si$_{0.47}$, with low Tc (4.1 K) and high Rs (397$Ω$/sq) at a film thickness of 5.4 nm.",1.0,0.8752349147200105,,,ragas_qwen_plus,qwen-plus,0.0,valid_chemical_symbols
natural_arxiv_current_0051,resp_13d6ac3dca729ab9,task_89e0e59b3b679e43,natural_noisy_arxiv_v2,natural_source_linked,extractive_real_arxiv,matched_and_mismatched,stability,What is the main materials-science claim reported in the source titled 'Carrier Localization in Pnictogen-Based Chalcohalides from Defect-Bound Hot Polarons'?,"Pnictogen-based solar absorbers have gained prominence as promising nontoxic and stable alternatives to lead-halide perovskites (LHPs), but are severely limited by carrier localization, preventing their performance from approaching those of LHPs.","arXiv source: 2605.29925v1
Title: Carrier Localization in Pnictogen-Based Chalcohalides from Defect-Bound Hot Polarons
Published: 2026-05-28T13:38:54Z
URL: http://arxiv.org/abs/2605.29925v1
Abstract: Pnictogen-based solar absorbers have gained prominence as promising nontoxic and stable alternatives to lead-halide perovskites (LHPs), but are severely limited by carrier localization, preventing their performance from approaching those of LHPs. Recent efforts have uncovered routes to overcome carrier localization, but these early efforts only considered intrinsic factors. Herein, we push beyond these limited early efforts, examining the role of defects, not only on cold carriers but also hot carriers. Focusing on the structurally one-dimensional pnictogen chalcohalide BiSBr, we find that whilst this material intrinsically does not exhibit carrier localization, vacancies introduced during synthesis or post-treatment lead to pronounced extrinsic self-trapping via the formation of defect-bound hot polarons-excited charge-carriers strongly coupled to local defect-induced vibrational modes. These above-gap defect states divert hot carriers from cooling to the band edge, thus depleting the mobile carrier population. Our findings establish the key role of defect-bound hot polarons in mediating extrinsic localization and offer new mechanistic insights into the interplay between defects, lattice coupling, and excited-state charge-carrier transport, which are critical to designing efficient perovskite-inspired solar absorbers.",,current,What is the main materials-science claim reported in the source titled 'Carrier Localization in Pnictogen-Based Chalcohalides from Defect-Bound Hot Polarons'?,"['arXiv source: 2605.29925v1\nTitle: Carrier Localization in Pnictogen-Based Chalcohalides from Defect-Bound Hot Polarons\nPublished: 2026-05-28T13:38:54Z\nURL: http://arxiv.org/abs/2605.29925v1\nAbstract: Pnictogen-based solar absorbers have gained prominence as promising nontoxic and stable alternatives to lead-halide perovskites (LHPs), but are severely limited by carrier localization, preventing their performance from approaching those of LHPs. Recent efforts have uncovered routes to overcome carrier localization, but these early efforts only considered intrinsic factors. Herein, we push beyond these limited early efforts, examining the role of defects, not only on cold carriers but also hot carriers. Focusing on the structurally one-dimensional pnictogen chalcohalide BiSBr, we find that whilst this material intrinsically does not exhibit carrier localization, vacancies introduced during synthesis or post-treatment lead to pronounced extrinsic self-trapping via the formation of defect-bound hot polarons-excited charge-carriers strongly coupled to local defect-induced vibrational modes. These above-gap defect states divert hot carriers from cooling to the band edge, thus depleting the mobile carrier population. Our findings establish the key role of defect-bound hot polarons in mediating extrinsic localization and offer new mechanistic insights into the interplay between defects, lattice coupling, and excited-state charge-carrier transport, which are critical to designing efficient perovskite-inspired solar absorbers.']","Pnictogen-based solar absorbers have gained prominence as promising nontoxic and stable alternatives to lead-halide perovskites (LHPs), but are severely limited by carrier localization, preventing their performance from approaching those of LHPs.","arXiv source: 2605.29925v1
Title: Carrier Localization in Pnictogen-Based Chalcohalides from Defect-Bound Hot Polarons
Published: 2026-05-28T13:38:54Z
URL: http://arxiv.org/abs/2605.29925v1
Abstract: Pnictogen-based solar absorbers have gained prominence as promising nontoxic and stable alternatives to lead-halide perovskites (LHPs), but are severely limited by carrier localization, preventing their performance from approaching those of LHPs. Recent efforts have uncovered routes to overcome carrier localization, but these early efforts only considered intrinsic factors. Herein, we push beyond these limited early efforts, examining the role of defects, not only on cold carriers but also hot carriers. Focusing on the structurally one-dimensional pnictogen chalcohalide BiSBr, we find that whilst this material intrinsically does not exhibit carrier localization, vacancies introduced during synthesis or post-treatment lead to pronounced extrinsic self-trapping via the formation of defect-bound hot polarons-excited charge-carriers strongly coupled to local defect-induced vibrational modes. These above-gap defect states divert hot carriers from cooling to the band edge, thus depleting the mobile carrier population. Our findings establish the key role of defect-bound hot polarons in mediating extrinsic localization and offer new mechanistic insights into the interplay between defects, lattice coupling, and excited-state charge-carrier transport, which are critical to designing efficient perovskite-inspired solar absorbers.",1.0,0.3592155521911749,,,ragas_qwen_plus,qwen-plus,0.0,valid_chemical_symbols
