sample_id,question,retrieved_context,qwen_answer,document_status,qwen_faithfulness_score,qwen_judge_rationale,constraint_score,constraint_violations,generation_tokens,judge_tokens,generation_mode
rag_mpc_0037_current_gap,What is the band gap of H2?,"[rank=1 score=26.5640 doc_id=h1ctx_0086_mpc_0029_incorrect_gap] A noisy retrieved note reports H2 (mp-2739136) with band gap -10.5108 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.5640 doc_id=h1ctx_0092_mpc_0031_incorrect_gap] A noisy retrieved note reports H2 (mp-632172) with band gap -9.328899999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.5640 doc_id=h1ctx_0104_mpc_0035_incorrect_gap] A noisy retrieved note reports H2 (mp-632291) with band gap -8.8499 eV. This note is intentionally marked for human review as outdated_or_incorrect.","H2 (mp-2739136) has band gap -10.5108 eV, H2 (mp-632172) has band gap -9.328899999999999 eV, H2 (mp-632291) has band gap -8.8499 eV",outdated_or_incorrect,1.0,"The answer directly quotes the band gap values for each H2 material from the retrieved context. Each claim (mp-2739136: -10.5108 eV, mp-632172: -9.328899999999999 eV, mp-632291: -8.8499 eV) is explicitly supported by the corresponding ranked context entries. The answer does not add or contradict information beyond what is provided in the context, despite the context notes being marked as outdated or incorrect, as the rubric only assesses support from the context, not scientific correctness.",0.0,non_negative_band_gap,1147,716,naive_context
rag_mpc_0037_incorrect_gap,What is the band gap of H2?,"[rank=1 score=26.5640 doc_id=h1ctx_0086_mpc_0029_incorrect_gap] A noisy retrieved note reports H2 (mp-2739136) with band gap -10.5108 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.5640 doc_id=h1ctx_0092_mpc_0031_incorrect_gap] A noisy retrieved note reports H2 (mp-632172) with band gap -9.328899999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.5640 doc_id=h1ctx_0104_mpc_0035_incorrect_gap] A noisy retrieved note reports H2 (mp-632291) with band gap -8.8499 eV. This note is intentionally marked for human review as outdated_or_incorrect.","H2 (mp-2739136) has band gap -10.5108 eV, H2 (mp-632172) has band gap -9.328899999999999 eV, H2 (mp-632291) has band gap -8.8499 eV",outdated_or_incorrect,1.0,"The answer directly quotes the band gap values for each H2 material from the retrieved context. Each claim (mp-2739136: -10.5108 eV, mp-632172: -9.328899999999999 eV, mp-632291: -8.8499 eV) is explicitly supported by the corresponding ranked context entries. The answer does not add or contradict information beyond what is provided in the context, despite the context notes being marked as outdated or incorrect, as the rubric only assesses support from the context, not scientific correctness.",0.0,non_negative_band_gap,1147,716,naive_context
rag_mpc_0037_incomplete_stability,Is H2 thermodynamically stable?,"[rank=1 score=25.9335 doc_id=h1ctx_0086_mpc_0029_incorrect_gap] A noisy retrieved note reports H2 (mp-2739136) with band gap -10.5108 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.9335 doc_id=h1ctx_0092_mpc_0031_incorrect_gap] A noisy retrieved note reports H2 (mp-632172) with band gap -9.328899999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.9335 doc_id=h1ctx_0104_mpc_0035_incorrect_gap] A noisy retrieved note reports H2 (mp-632291) with band gap -8.8499 eV. This note is intentionally marked for human review as outdated_or_incorrect.",A noisy retrieved note reports H2 (mp-2739136) with band gap -10.5108 eV. This note is intentionally marked for human review as outdated_or_incorrect. A noisy retrieved note reports H2 (mp-632172) with band gap -9.328899999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect. A noisy retrieved note reports H2 (mp-632291) with band gap -8.8499 eV. This note is intentionally marked for human review as outdated_or_incorrect.,outdated_or_incorrect,0.0,"The answer merely repeats the retrieved context verbatim, which consists of outdated or incorrect band gap values for H2 structures. However, the question asks about H2's thermodynamic stability, which is unrelated to band gaps. The context does not mention thermodynamic stability at all, so the answer fails to address the question and lacks any grounding in the provided context for the specific query.",0.0,non_negative_band_gap,2099,817,naive_context
rag_mpc_0038_current_gap,What is the band gap of Si?,"[rank=1 score=25.8113 doc_id=h1ctx_0050_mpc_0017_incorrect_gap] A noisy retrieved note reports Si (mp-1079297) with band gap -0.2735 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.8113 doc_id=h1ctx_0080_mpc_0027_incorrect_gap] A noisy retrieved note reports Si (mp-1204046) with band gap -0.15080000000000002 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.8113 doc_id=h1ctx_0113_mpc_0038_incorrect_gap] A noisy retrieved note reports Si (mp-999200) with band gap -0.439799999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of Si is reported as -0.2735 eV in mp-1079297, -0.15080000000000002 eV in mp-1204046, and -0.439799999999999 eV in mp-999200. These notes are marked as outdated or incorrect.",outdated_or_incorrect,0.0,"The answer reports negative band gaps for Si, which is scientifically impossible as band gaps are non-negative. The context explicitly states these values are from notes marked as outdated or incorrect, indicating they are not reliable. However, the answer presents them as factual band gaps without clarifying that they are erroneous, thus contradicting the context's warning and lacking proper grounding.",0.0,non_negative_band_gap,1424,705,naive_context
rag_mpc_0038_incorrect_gap,What is the band gap of Si?,"[rank=1 score=25.8113 doc_id=h1ctx_0050_mpc_0017_incorrect_gap] A noisy retrieved note reports Si (mp-1079297) with band gap -0.2735 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.8113 doc_id=h1ctx_0080_mpc_0027_incorrect_gap] A noisy retrieved note reports Si (mp-1204046) with band gap -0.15080000000000002 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.8113 doc_id=h1ctx_0113_mpc_0038_incorrect_gap] A noisy retrieved note reports Si (mp-999200) with band gap -0.439799999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of Si is reported as -0.2735 eV in mp-1079297, -0.15080000000000002 eV in mp-1204046, and -0.439799999999999 eV in mp-999200. These notes are marked as outdated or incorrect.",outdated_or_incorrect,0.0,"The answer reports negative band gaps for Si, which is scientifically impossible as band gaps are non-negative. The context explicitly states these values are from notes marked as outdated or incorrect, indicating they are not reliable. However, the answer presents them as factual band gaps without clarifying that they are erroneous, thus contradicting the context's warning and lacking proper grounding.",0.0,non_negative_band_gap,1424,705,naive_context
rag_mpc_0038_incomplete_stability,Is Si thermodynamically stable?,"[rank=1 score=25.1808 doc_id=h1ctx_0050_mpc_0017_incorrect_gap] A noisy retrieved note reports Si (mp-1079297) with band gap -0.2735 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.1808 doc_id=h1ctx_0080_mpc_0027_incorrect_gap] A noisy retrieved note reports Si (mp-1204046) with band gap -0.15080000000000002 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.1808 doc_id=h1ctx_0113_mpc_0038_incorrect_gap] A noisy retrieved note reports Si (mp-999200) with band gap -0.439799999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",A noisy retrieved note reports Si (mp-1079297) with band gap -0.2735 eV. This note is intentionally marked for human review as outdated_or_incorrect.,outdated_or_incorrect,0.0,"The answer claims that a specific note reports Si with a negative band gap and is marked as outdated_or_incorrect, which is directly extracted from the retrieved context. However, the question is about thermodynamic stability, not band gaps. The context does not mention thermodynamic stability at all, so the answer does not address the question and lacks any grounding for the topic. Therefore, it is unsupported by the context.",0.0,non_negative_band_gap,3046,778,naive_context
rag_mpc_0039_current_gap,What is the band gap of S?,"[rank=1 score=25.2867 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.2867 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.2867 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-2.748 eV,outdated_or_incorrect,0.0,"The answer states -2.748 eV, which is directly taken from the first retrieved context (rank=1). However, all retrieved contexts explicitly state that they are marked as 'outdated_or_incorrect' and are described as 'noisy' notes. The answer does not acknowledge this uncertainty and presents the value as factual, contradicting the context's own flags indicating unreliability.",0.0,non_negative_band_gap,1170,729,naive_context
rag_mpc_0039_incorrect_gap,What is the band gap of S?,"[rank=1 score=25.2867 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.2867 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.2867 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-2.748 eV,outdated_or_incorrect,0.0,"The answer states -2.748 eV, which is directly taken from the first retrieved context (rank=1). However, all retrieved contexts explicitly state that they are marked as 'outdated_or_incorrect' and are described as 'noisy' notes. The answer does not acknowledge this uncertainty and presents the value as factual, contradicting the context's own flags indicating unreliability.",0.0,non_negative_band_gap,1170,729,naive_context
rag_mpc_0039_incomplete_stability,Is S thermodynamically stable?,"[rank=1 score=24.6562 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.6562 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.6562 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",S is thermodynamically stable based on the retrieved context reporting negative band gaps for multiple compounds.,outdated_or_incorrect,0.0,"The answer claims S is thermodynamically stable based on negative band gaps in the context. However, the retrieved context explicitly marks all band gap values as outdated or incorrect. The negative band gaps are presented as errors flagged for review, not as valid evidence. Therefore, the answer's claim is unsupported and contradicted by the context's warnings about data reliability.",1.0,,2562,673,naive_context
rag_mpc_0040_current_gap,What is the band gap of S?,"[rank=1 score=25.2867 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.2867 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.2867 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-2.748 eV,outdated_or_incorrect,0.0,"The answer states -2.748 eV, which is directly taken from the first retrieved context (rank=1). However, all retrieved contexts explicitly state that they are marked as 'outdated_or_incorrect' and are described as 'noisy' notes. The answer does not acknowledge this uncertainty and presents the value as factual, contradicting the context's own flags indicating unreliability.",0.0,non_negative_band_gap,1170,729,naive_context
rag_mpc_0040_incorrect_gap,What is the band gap of S?,"[rank=1 score=25.2867 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.2867 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.2867 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-2.748 eV,outdated_or_incorrect,0.0,"The answer states -2.748 eV, which is directly taken from the first retrieved context (rank=1). However, all retrieved contexts explicitly state that they are marked as 'outdated_or_incorrect' and are described as 'noisy' notes. The answer does not acknowledge this uncertainty and presents the value as factual, contradicting the context's own flags indicating unreliability.",0.0,non_negative_band_gap,1170,729,naive_context
rag_mpc_0040_incomplete_stability,Is S thermodynamically stable?,"[rank=1 score=24.6562 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.6562 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.6562 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",S is thermodynamically stable based on the retrieved context reporting negative band gaps for multiple compounds.,outdated_or_incorrect,0.0,"The answer claims S is thermodynamically stable based on negative band gaps in the context. However, the retrieved context explicitly marks all band gap values as outdated or incorrect. The negative band gaps are presented as errors flagged for review, not as valid evidence. Therefore, the answer's claim is unsupported and contradicted by the context's warnings about data reliability.",1.0,,2562,673,naive_context
rag_mpc_0041_current_gap,What is the band gap of S?,"[rank=1 score=25.2867 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.2867 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.2867 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-2.748 eV,outdated_or_incorrect,0.0,"The answer states -2.748 eV, which is directly taken from the first retrieved context (rank=1). However, all retrieved contexts explicitly state that they are marked as 'outdated_or_incorrect' and are described as 'noisy' notes. The answer does not acknowledge this uncertainty and presents the value as factual, contradicting the context's own flags indicating unreliability.",0.0,non_negative_band_gap,1170,729,naive_context
rag_mpc_0041_incorrect_gap,What is the band gap of S?,"[rank=1 score=25.2867 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.2867 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.2867 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-2.748 eV,outdated_or_incorrect,0.0,"The answer states -2.748 eV, which is directly taken from the first retrieved context (rank=1). However, all retrieved contexts explicitly state that they are marked as 'outdated_or_incorrect' and are described as 'noisy' notes. The answer does not acknowledge this uncertainty and presents the value as factual, contradicting the context's own flags indicating unreliability.",0.0,non_negative_band_gap,1170,729,naive_context
rag_mpc_0041_incomplete_stability,Is S thermodynamically stable?,"[rank=1 score=24.6562 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.6562 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.6562 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",S is thermodynamically stable based on the retrieved context reporting negative band gaps for multiple compounds.,outdated_or_incorrect,0.0,"The answer claims S is thermodynamically stable based on negative band gaps in the context. However, the retrieved context explicitly marks all band gap values as outdated or incorrect. The negative band gaps are presented as errors flagged for review, not as valid evidence. Therefore, the answer's claim is unsupported and contradicted by the context's warnings about data reliability.",1.0,,2562,673,naive_context
rag_mpc_0042_current_gap,What is the band gap of S?,"[rank=1 score=25.2867 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.2867 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.2867 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-2.748 eV,outdated_or_incorrect,0.0,"The answer states -2.748 eV, which is directly taken from the first retrieved context (rank=1). However, all retrieved contexts explicitly state that they are marked as 'outdated_or_incorrect' and are described as 'noisy' notes. The answer does not acknowledge this uncertainty and presents the value as factual, contradicting the context's own flags indicating unreliability.",0.0,non_negative_band_gap,1170,729,naive_context
rag_mpc_0042_incorrect_gap,What is the band gap of S?,"[rank=1 score=25.2867 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.2867 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.2867 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-2.748 eV,outdated_or_incorrect,0.0,"The answer states -2.748 eV, which is directly taken from the first retrieved context (rank=1). However, all retrieved contexts explicitly state that they are marked as 'outdated_or_incorrect' and are described as 'noisy' notes. The answer does not acknowledge this uncertainty and presents the value as factual, contradicting the context's own flags indicating unreliability.",0.0,non_negative_band_gap,1170,729,naive_context
rag_mpc_0042_incomplete_stability,Is S thermodynamically stable?,"[rank=1 score=24.6562 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.6562 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.6562 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",S is thermodynamically stable based on the retrieved context reporting negative band gaps for multiple compounds.,outdated_or_incorrect,0.0,"The answer claims S is thermodynamically stable based on negative band gaps in the context. However, the retrieved context explicitly marks all band gap values as outdated or incorrect. The negative band gaps are presented as errors flagged for review, not as valid evidence. Therefore, the answer's claim is unsupported and contradicted by the context's warnings about data reliability.",1.0,,2562,673,naive_context
rag_mpc_0043_current_gap,What is the band gap of S?,"[rank=1 score=25.2867 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.2867 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.2867 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-2.748 eV,outdated_or_incorrect,0.0,"The answer states -2.748 eV, which is directly taken from the first retrieved context (rank=1). However, all retrieved contexts explicitly state that they are marked as 'outdated_or_incorrect' and are described as 'noisy' notes. The answer does not acknowledge this uncertainty and presents the value as factual, contradicting the context's own flags indicating unreliability.",0.0,non_negative_band_gap,1170,729,naive_context
rag_mpc_0043_incorrect_gap,What is the band gap of S?,"[rank=1 score=25.2867 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.2867 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.2867 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",-2.748 eV,outdated_or_incorrect,0.0,"The answer states -2.748 eV, which is directly taken from the first retrieved context (rank=1). However, all retrieved contexts explicitly state that they are marked as 'outdated_or_incorrect' and are described as 'noisy' notes. The answer does not acknowledge this uncertainty and presents the value as factual, contradicting the context's own flags indicating unreliability.",0.0,non_negative_band_gap,1170,729,naive_context
rag_mpc_0043_incomplete_stability,Is S thermodynamically stable?,"[rank=1 score=24.6562 doc_id=h1ctx_0068_mpc_0023_incorrect_gap] A noisy retrieved note reports S (mp-96) with band gap -2.748 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.6562 doc_id=h1ctx_0116_mpc_0039_incorrect_gap] A noisy retrieved note reports S (mp-556269) with band gap -2.3783 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.6562 doc_id=h1ctx_0119_mpc_0040_incorrect_gap] A noisy retrieved note reports S (mp-557559) with band gap -2.496299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.",S is thermodynamically stable based on the retrieved context reporting negative band gaps for multiple compounds.,outdated_or_incorrect,0.0,"The answer claims S is thermodynamically stable based on negative band gaps in the context. However, the retrieved context explicitly marks all band gap values as outdated or incorrect. The negative band gaps are presented as errors flagged for review, not as valid evidence. Therefore, the answer's claim is unsupported and contradicted by the context's warnings about data reliability.",1.0,,2562,673,naive_context
rag_mpc_0044_current_gap,What is the band gap of Hg?,"[rank=1 score=26.3922 doc_id=h1ctx_0044_mpc_0015_incorrect_gap] A noisy retrieved note reports Hg (mp-569360) with band gap -0.09670000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.3922 doc_id=h1ctx_0131_mpc_0044_incorrect_gap] A noisy retrieved note reports Hg (mp-1077098) with band gap -1.0394 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.3922 doc_id=h1ctx_0224_mpc_0075_incorrect_gap] A noisy retrieved note reports Hg (mp-2629196) with band gap -0.40890000000000004 eV. This note is intentionally marked for human review as outdated_or_incorrect.","-0.09670000000000001 eV, -1.0394 eV, -0.40890000000000004 eV",outdated_or_incorrect,0.0,"The answer lists band gap values (-0.0967 eV, -1.0394 eV, -0.4089 eV) which are directly extracted from the retrieved context. However, the context explicitly marks all these notes as 'outdated_or_incorrect' and flags them for human review. Therefore, the answer presents information that is explicitly contradicted by the context's own warnings about its unreliability. The answer does not acknowledge the incorrect status and presents the values as factual, making it unsupported by the context's intended meaning.",0.0,non_negative_band_gap,1441,1157,naive_context
rag_mpc_0044_incorrect_gap,What is the band gap of Hg?,"[rank=1 score=26.3922 doc_id=h1ctx_0044_mpc_0015_incorrect_gap] A noisy retrieved note reports Hg (mp-569360) with band gap -0.09670000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.3922 doc_id=h1ctx_0131_mpc_0044_incorrect_gap] A noisy retrieved note reports Hg (mp-1077098) with band gap -1.0394 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.3922 doc_id=h1ctx_0224_mpc_0075_incorrect_gap] A noisy retrieved note reports Hg (mp-2629196) with band gap -0.40890000000000004 eV. This note is intentionally marked for human review as outdated_or_incorrect.","-0.09670000000000001 eV, -1.0394 eV, -0.40890000000000004 eV",outdated_or_incorrect,0.0,"The answer lists band gap values (-0.0967 eV, -1.0394 eV, -0.4089 eV) which are directly extracted from the retrieved context. However, the context explicitly marks all these notes as 'outdated_or_incorrect' and flags them for human review. Therefore, the answer presents information that is explicitly contradicted by the context's own warnings about its unreliability. The answer does not acknowledge the incorrect status and presents the values as factual, making it unsupported by the context's intended meaning.",0.0,non_negative_band_gap,1441,1157,naive_context
rag_mpc_0044_incomplete_stability,Is Hg thermodynamically stable?,"[rank=1 score=25.7617 doc_id=h1ctx_0044_mpc_0015_incorrect_gap] A noisy retrieved note reports Hg (mp-569360) with band gap -0.09670000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.7617 doc_id=h1ctx_0131_mpc_0044_incorrect_gap] A noisy retrieved note reports Hg (mp-1077098) with band gap -1.0394 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.7617 doc_id=h1ctx_0224_mpc_0075_incorrect_gap] A noisy retrieved note reports Hg (mp-2629196) with band gap -0.40890000000000004 eV. This note is intentionally marked for human review as outdated_or_incorrect.",A noisy retrieved note reports Hg (mp-569360) with band gap -0.09670000000000001 eV. A noisy retrieved note reports Hg (mp-1077098) with band gap -1.0394 eV. A noisy retrieved note reports Hg (mp-2629196) with band gap -0.40890000000000004 eV.,outdated_or_incorrect,1.0,"The answer directly quotes the band gap values from each of the three retrieved context entries without adding, omitting, or altering any claims. Each statement in the answer is verbatim supported by the corresponding context, and the answer does not introduce any unsupported assertions about thermodynamic stability.",0.0,non_negative_band_gap,2951,1570,naive_context
rag_mpc_0045_current_gap,What is the band gap of Se?,"[rank=1 score=26.5640 doc_id=h1ctx_0134_mpc_0045_incorrect_gap] A noisy retrieved note reports Se (mp-542605) with band gap -1.390199999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.5640 doc_id=h1ctx_0140_mpc_0047_incorrect_gap] A noisy retrieved note reports Se (mp-542461) with band gap -1.5703 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.5640 doc_id=h1ctx_0143_mpc_0048_incorrect_gap] A noisy retrieved note reports Se (mp-570481) with band gap -1.7696 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of Se is reported as -1.390199999999999 eV, -1.5703 eV, and -1.7696 eV in different contexts.",outdated_or_incorrect,0.0,"The answer reports band gaps of -1.390199999999999 eV, -1.5703 eV, and -1.7696 eV for Se, which are directly extracted from the retrieved context. However, the context explicitly marks these values as 'outdated_or_incorrect' and notes they are 'intentionally marked for human review'. The answer fails to mention this critical disclaimer, presenting the negative band gaps as factual without acknowledging their questionable validity. Since the answer reproduces unsupported claims without the context's caveats, it is not faithful to the provided information.",0.0,non_negative_band_gap,1072,865,naive_context
